Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	cutadapt_version	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed	se_sense	se_antisense
SRX1605107	12772850	520325	5707639	199178	0	0	0	0	13856	0	0	0	0	6305675	20483	5694	4.073679719091667	12772850.0	12573672.0	98.44	199178.0	1.56	SRX1605107_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12772850.0	0.0	20-50	53.0	7.627309615748892	49.513944186301416	pass	pass		pass	fail	pass	pass	warn	fail	fail	pass	2.6	12807755	4032505	12807755	640387750	824968	633950042	1.0052828149820168	0.4812	0.0431	0.4757		
SRX1605108	9682578	444873	4275365	128304	0	0	0	0	3039	0	0	0	0	4807203	20302	3492	4.594571817546939	9682578.0	9554274.0	98.67	128304.0	1.33	SRX1605108_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9682578.0	0.0	20-50	54.0	10.912712053663205	49.50861919212012	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	11085938	4351291	11085938	554296900	1918863	480182251	13.370929730979912	0.4676	0.0571	0.4753		
SRX1609325	26662226	1014482	24661021	347457	0	0	0	0	42774	0	0	0	0	511857	72963	11672	3.804941117819645	26662226.0	26314769.0	98.7	347457.0	1.3	SRX1609325_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26662226.0	0.0	20-50	53.0	4.152750469913752	48.96202020041388	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	2.6	28485065	10001535	28485065	1424253250	86523437	1324632285	6.99461033352039	0.0058	0.075	0.9192		
SRX1609326	25124220	1029804	23110073	371026	0	0	0	0	35981	0	0	0	0	492797	72880	11659	4.098849635928996	25124220.0	24753194.0	98.52	371026.0	1.48	SRX1609326_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25124220.0	0.0	20-50	54.0	3.91765392305099	49.33819664849297	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	2.6	26909975	9403053	26909975	1345498750	84667420	1248563801	7.204387889620856	0.0062	0.0761	0.9177		
SRX1609327	30884740	1222960	28842323	230491	0	0	0	0	58833	0	0	0	0	431558	85764	12811	3.959754882184536	30884740.0	30654249.0	99.25	230491.0	0.75	SRX1609327_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30884740.0	0.0	20-50	54.0	2.979199149027611	49.341120922500885	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	2.6	32988660	11753842	32988660	1649433000	100742735	1533264906	7.042910745692612	0.0065	0.0712	0.9223		
SRX1609328	27988469	1025966	26243161	237216	0	0	0	0	40105	0	0	0	0	363612	67024	11385	3.665673888771837	27988469.0	27751253.0	99.15	237216.0	0.85	SRX1609328_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27988469.0	0.0	20-50	54.0	3.0774436990344745	49.34196025513221	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	2.6	30042983	10557030	30042983	1502149150	98331049	1390022451	7.464418496658603	0.0057	0.0678	0.9265		
SRX1609329	25998805	1013085	24120633	237885	0	0	0	0	56982	0	0	0	0	482370	75383	12467	3.896659865713058	25998805.0	25760920.0	99.09	237885.0	0.91	SRX1609329_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25998805.0	0.0	20-50	53.0	3.383755397921416	49.34047461027536	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	2.6	27967590	9808973	27967590	1398379500	93551752	1291864996	7.616995529468216	0.0067	0.0731	0.9202		
SRX1609330	26634442	1128029	24502586	251060	0	0	0	0	45414	0	0	0	0	595386	97736	14231	4.235226703829575	26634442.0	26383382.0	99.06	251060.0	0.94	SRX1609330_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26634442.0	0.0	20-50	53.0	4.228075985555746	48.95295628870318	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	2.6	28568545	9999691	28568545	1428427250	92557643	1322757050	7.397660608896952	0.0069	0.0782	0.915		
SRX1609331	25247278	1077765	23328020	379926	0	0	0	0	54621	0	0	0	0	333259	63781	9906	4.268836426643697	25247278.0	24867352.0	98.5	379926.0	1.5	SRX1609331_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25247278.0	0.0	20-50	53.0	4.645859698842694	48.95711917934282	pass	pass		pass	fail	pass	pass	warn	fail	fail	pass	2.6	27012796	9516076	27012796	1350639800	83301698	1254800900	7.095814887137192	0.0062	0.0737	0.9201		
SRX1609332	24259999	997574	22412369	390629	0	0	0	0	45757	0	0	0	0	346358	56917	10395	4.112011711129914	24259999.0	23869370.0	98.39	390629.0	1.61	SRX1609332_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24259999.0	0.0	20-50	53.0	3.937533474497573	49.335437689012274	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	2.6	25994904	9078675	25994904	1299745200	82274807	1205543659	7.247692932430142	0.0064	0.0735	0.9201		
SRX1609333	25537877	1205216	17276111	6654215	0	0	0	0	18608	0	0	0	0	296383	70884	16460	4.719327295687108	25537877.0	18883662.0	73.94	6654215.0	26.06	SRX1609333_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25537877.0	0.0	20-50	53.0	3.702654275291902	49.47353431140733	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	2.6	28522931	9798168	28522931	1426146550	155748687	1257901580	11.797172597724966	0.0061	0.0845	0.9094		
SRX1609334	18159946	780024	12250999	4828250	0	0	0	0	21567	0	0	0	0	223060	46642	9404	4.295299115977548	18159946.0	13331696.0	73.41	4828250.0	26.59	SRX1609334_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18159946.0	0.0	20-50	53.0	10.116997762950025	48.69019070871686	pass	fail		pass	fail	warn	pass	warn	fail	fail	pass	2.6	20260459	7005974	20260459	1013022950	109582578	894427413	11.707092815616862	0.0055	0.0861	0.9084		
SRX1609335	17269075	587329	11825650	4618150	0	0	0	0	18093	0	0	0	0	180818	32602	6433	3.4010449314743263	17269075.0	12650925.0	73.26	4618150.0	26.74	SRX1609335_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17269075.0	0.0	20-50	54.0	9.417996210879217	48.677778282855336	pass	fail		pass	fail	warn	pass	warn	fail	fail	pass	2.6	19320002	6814352	19320002	966000100	106311530	850993671	11.905426200266438	0.0038	0.0782	0.918		
SRX1609336	24673109	902875	16961595	6467356	0	0	0	0	21332	0	0	0	0	260118	48372	11461	3.65934832128371	24673109.0	18205753.0	73.79	6467356.0	26.21	SRX1609336_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24673109.0	0.0	20-50	53.0	3.2291478692175897	49.45992331165076	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	2.6	27635482	9635303	27635482	1381774100	153963339	1215557362	12.029226629736366	0.004	0.0766	0.9195		
SRX1609337	14087285	765058	9424873	3624166	0	0	0	0	10129	0	0	0	0	207216	43832	12011	5.430840648144763	14087285.0	10463119.0	74.27	3624166.0	25.73	SRX1609337_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14087285.0	0.0	20-50	53.0	4.567724327017562	49.481280743592535	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	2.6	15689844	5478150	15689844	784492200	83751644	693791469	11.561712277062792	0.0067	0.0885	0.9048		
SRX1609338	18602162	908508	12732165	4676291	0	0	0	0	10745	0	0	0	0	214040	46211	14202	4.8838839270403085	18602162.0	13925871.0	74.86	4676291.0	25.14	SRX1609338_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18602162.0	0.0	20-50	53.0	3.779240178118067	49.49051287694409	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	2.6	20724451	7092885	20724451	1036222550	110880646	916301929	11.572863474163924	0.0047	0.081	0.9143		
SRX1609339	20732902	871124	14203281	5353760	0	0	0	0	22636	0	0	0	0	225872	44888	11341	4.201650111499104	20732902.0	15379142.0	74.18	5353760.0	25.82	SRX1609339_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20732902.0	0.0	20-50	53.0	3.1788632317064565	49.45009651808512	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	2.6	23148089	8299784	23148089	1157404450	125677711	1021170650	11.77063039631479	0.0047	0.0784	0.9169		
SRX1609340	21859053	902975	14853672	5732798	0	0	0	0	26537	0	0	0	0	275689	54201	13181	4.130897161921882	21859053.0	16126255.0	73.77	5732798.0	26.23	SRX1609340_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21859053.0	0.0	20-50	53.0	7.9025565025401505	48.67104160459285	pass	fail		pass	fail	warn	pass	warn	fail	fail	pass	2.6	24387116	7576328	24387116	1219355800	18507567	1191031840	2.3228626131929664	0.0051	0.0819	0.913		
SRX1703584	5122723	2634740	6658	1351004	0	0	0	0	0	0	0	0	0	1082865	46256	1200	51.43241201993549	5122723.0	3771719.0	73.63	1351004.0	26.37	SRX1703584_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5122723.0	0.0	20-363	54.0	29.242820191474195	97.75238871982732	pass	warn		warn	fail	warn	pass	warn	fail	fail	pass	2.6	5221858	1551861	5221858	521431361	15236239	504216247	3.3015110496969133			0.4399	0.5526	0.0075
SRX1703585	6365056	2980026	7719	2150179	0	0	0	0	0	0	0	0	0	1142040	83970	1122	46.81853545357653	6365056.0	4214877.0	66.22	2150179.0	33.78	SRX1703585_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6365056.0	0.0	20-364	53.0	25.44843982099341	108.41254059665776	pass	warn		warn	fail	pass	pass	warn	fail	fail	pass	2.6	6503454	1809886	6503454	722656695	26402925	693871517	3.983243800156034			0.4938	0.4995	0.0066
SRX1703586	6041944	2797903	7031	2092012	0	0	0	0	0	0	0	0	0	1074367	69295	1336	46.3079929241317	6041944.0	3949932.0	65.38	2092012.0	34.62	SRX1703586_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6041944.0	0.0	20-350	53.0	28.0384029197766	109.088586719771	pass	warn		warn	fail	pass	pass	warn	fail	fail	pass	2.6	6209263	1684059	6209263	693621798	28711055	662685874	4.460056487440436			0.4741	0.5187	0.0071
SRX1703587	6225620	2970493	7958	2179007	0	0	0	0	0	0	0	0	0	991113	75802	1247	47.71401081338084	6225620.0	4046613.0	65.0	2179007.0	35.0	SRX1703587_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6225620.0	0.0	20-347	52.0	27.302184835990552	108.24161127727038	pass	warn		warn	fail	pass	pass	warn	fail	fail	pass	2.6	6391549	2651218	6391549	709100086	27559810	677734475	4.423298152018558			0.5193	0.4724	0.0082
SRX1703588	6039674	2872767	3888	2104623	0	0	0	0	0	0	0	0	0	991923	65413	1060	47.56493479614959	6039674.0	3935051.0	65.15	2104623.0	34.85	SRX1703588_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6039674.0	0.0	18-365	53.0	27.01630186804757	106.90268464821116	pass	warn		warn	fail	fail	pass	warn	fail	fail	pass	2.6	6197872	1653102	6197872	677249573	25060712	649315792	4.124591895460671			0.5212	0.4719	0.0069
SRX1703589	4988345	2543872	3970	1627868	0	0	0	0	0	0	0	0	0	751395	60199	1041	50.99631240421423	4988345.0	3360477.0	67.37	1627868.0	32.63	SRX1703589_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4988345.0	0.0	20-365	53.0	30.2827033961953	101.07244166151298	pass	warn		warn	fail	pass	pass	warn	fail	fail	pass	2.6	5090669	2142722	5090669	526596247	16368668	507211775	3.681088141138993			0.5285	0.4624	0.009
SRX1703590	6689456	3243145	7531	2194688	0	0	0	0	0	0	0	0	0	1139695	103003	1394	48.48144602490845	6689456.0	4494768.0	67.19	2194688.0	32.81	SRX1703590_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6689456.0	0.0	20-366	53.0	26.29995317183448	104.69682886022422	pass	warn		warn	fail	pass	pass	warn	fail	fail	pass	2.6	6935281	1883712	6935281	739374469	32138278	704711534	4.688143349997118			0.5218	0.4672	0.0111
SRX1703591	5111334	2606073	10613	1586937	0	0	0	0	0	0	0	0	0	835499	71143	1069	50.98616134261624	5111334.0	3524397.0	68.95	1586937.0	31.05	SRX1703591_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5111334.0	0.0	20-366	53.0	25.535977899958155	108.86735478448485	pass	warn		warn	fail	pass	pass	warn	fail	fail	pass	2.6	5223996	1427970	5223996	581452192	19942193	559601972	3.757870432105964			0.5348	0.4564	0.0088
SRX1703592	6431463	3050566	17665	1892939	0	0	0	0	0	0	0	0	0	1370715	98186	1392	47.43191401396541	6431463.0	4538524.0	70.57	1892939.0	29.43	SRX1703592_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6431463.0	0.0	20-363	53.0	28.05640587072853	96.2234076445748	pass	warn		warn	fail	warn	pass	warn	fail	fail	pass	2.6	6652393	1826662	6652393	651791653	26368691	623009756	4.415812455947483			0.4828	0.5057	0.0115
SRX1752291	39919863	32767436	192781	332375	0	0	0	0	0	0	0	0	0	5573374	1018982	34915	82.08303720882007	39919863.0	39587488.0	99.17	332375.0	0.83	SRX1752291_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	39919863.0	0.0	20-51	52.0	13.642492097351994	50.2038905794842	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	39926023	11907208	39926023	2020645897	103256	2004229367	0.812439726543537			0.4986	0.2549	0.2465
SRX1752292	38227850	31809387	118946	310694	0	0	0	0	0	0	0	0	0	4957664	996920	34239	83.20998172798105	38227850.0	37917156.0	99.19	310694.0	0.81	SRX1752292_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	38227850.0	0.0	20-51	52.0	13.869943483784084	50.205009986175	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	38238219	11404637	38238219	1935440121	96871	1919395651	0.8289830217899052			0.5056	0.2513	0.2431
SRX1752293	48840797	40504849	81253	400796	0	0	0	0	0	0	0	0	0	6581868	1228434	43597	82.93240792118934	48840797.0	48440001.0	99.18	400796.0	0.82	SRX1752293_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	48840797.0	0.0	20-51	52.0	12.461929691578092	50.20720871938269	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	48850967	14566011	48850967	2472586919	124049	2452320761	0.8196337950455687			0.5033	0.2525	0.2442
SRX1752294	26428126	19880725	448633	3849730	0	0	0	0	0	0	0	0	0	1870145	363145	15748	75.225632721745	26428126.0	22578396.0	85.43	3849730.0	14.57	SRX1752294_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26428126.0	0.0	20-50	51.0	5.447418378935183	49.32575987415831	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass	2.6	26582156	8252486	26582156	1329107800	7404735	1303726077	1.909681291464846			0.3671	0.3192	0.3137
SRX1752295	16179740	11762489	170915	2668502	0	0	0	0	0	0	0	0	0	1332276	237011	8547	72.69887526004744	16179740.0	13511238.0	83.51	2668502.0	16.49	SRX1752295_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16179740.0	0.0	20-50	50.0	7.265896507161841	49.34598089956946	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass	2.6	16474609	5303705	16474609	823730450	4110491	798464443	3.0672663612228974			0.3782	0.312	0.3099
SRX1752296	14896961	10822841	276372	2692331	0	0	0	0	0	0	0	0	0	885057	211829	8531	72.65133472525034	14896961.0	12204630.0	81.93	2692331.0	18.07	SRX1752296_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14896961.0	0.0	20-50	50.0	5.944178902518922	49.334920592193264	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass	2.6	15321160	4980714	15321160	766058000	4115404	735012780	4.0525939289192205			0.3517	0.3275	0.3207
SRX1752297	6600777	4562054	605789	948531	0	0	0	0	0	0	0	0	0	388288	88551	7564	69.11389371281594	6600777.0	5652246.0	85.63	948531.0	14.37	SRX1752297_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6600777.0	0.0	20-50	53.0	32.16997703752342	49.30647801008881	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass	2.6	6628010	1984931	6628010	331400500	2068581	325493628	1.7823968280071996			0.454	0.2915	0.2545
SRX1752298	6924088	4745418	233223	1132656	0	0	0	0	0	0	0	0	0	704264	104596	3931	68.534917522712	6924088.0	5791432.0	83.64	1132656.0	16.36	SRX1752298_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6924088.0	0.0	20-50	51.0	11.80046588443516	49.33939559982484	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	7003319	2193090	7003319	350165950	1836392	341657440	2.42985076076072			0.3274	0.3443	0.3283
SRX1752299	9860084	4434016	586509	4435984	0	0	0	0	0	0	0	0	0	316737	81386	5452	44.969353202264806	9860084.0	5424100.0	55.01	4435984.0	44.99	SRX1752299_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9860084.0	0.0	20-50	51.0	17.80004647605146	49.29611765984955	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	9899492	3127951	9899492	494974600	2921698	486118283	1.789246761348966			0.376	0.3298	0.2942
SRX180731	12811825	548234	5600466	104626	0	0	0	0	0	0	0	0	0	6540954	17062	483	4.279124949021704	12811825.0	12707199.0	99.18	104626.0	0.82	SRX180731_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12811825.0	0.0	20-50	53.0	6.510516727197005	49.5036313717991	pass	pass	warn	pass	fail	pass	pass	warn	fail	fail	pass	2.6	12818051	3974647	12818051	640902550	1329533	634279018	1.0334694408689746			0.4352	0.4586	0.1061
SRX180732	9997810	458224	4223075	73283	0	0	0	0	0	0	0	0	0	5224289	18487	452	4.583243730376953	9997810.0	9924527.0	99.27	73283.0	0.73	SRX180732_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9997810.0	0.0	20-50	53.0	7.279998937077152	49.506490721468005	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	2.6	10004827	3080066	10004827	500241350	1008925	494993366	1.0490904040619593			0.4335	0.4513	0.1151
SRX180733	14031270	339931	6471218	105292	0	0	0	0	0	0	0	0	0	7105562	8932	335	2.422667370808202	14031270.0	13925978.0	99.25	105292.0	0.75	SRX180733_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14031270.0	0.0	20-50	54.0	5.215441635468062	49.4881728453661	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	2.6	14038256	4187825	14038256	701912800	1530054	694448770	1.0633842266446771			0.4351	0.4615	0.1034
SRX180734	14130954	478230	6079036	124890	0	0	0	0	0	0	0	0	0	7431679	16644	475	3.384272569283008	14130954.0	14006064.0	99.12	124890.0	0.88	SRX180734_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14130954.0	0.0	20-50	53.0	5.804426420140701	49.522326942682	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	2.6	14136417	4254824	14136417	706820850	1444130	699840219	0.987609660920444			0.4169	0.463	0.1201
SRX180735	14562360	552613	6269565	122262	0	0	0	0	0	0	0	0	0	7599646	17706	568	3.794803864208824	14562360.0	14440098.0	99.16	122262.0	0.84	SRX180735_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14562360.0	0.0	20-50	53.0	6.274931768550858	49.49379674723053	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	2.6	14570529	4650968	14570529	728526450	1474109	720796976	1.0609736956015805			0.4559	0.4501	0.094
SRX180736	9571605	321203	3972608	83481	0	0	0	0	0	0	0	0	0	5184590	9389	334	3.3557903820728083	9571605.0	9488124.0	99.13	83481.0	0.87	SRX180736_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9571605.0	0.0	20-50	54.0	7.173054596521612	49.49138655429262	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	2.6	9578445	2879771	9578445	478922250	1014898	473759203	1.0780553628485627			0.4626	0.4265	0.1109
SRX180737	14853552	482975	6310278	138367	0	0	0	0	0	0	0	0	0	7907855	13509	568	3.2515791508993948	14853552.0	14715185.0	99.07	138367.0	0.93	SRX180737_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14853552.0	0.0	20-50	54.0	6.199062116549	49.50628462471468	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	2.6	14864543	4423825	14864543	743227150	1547868	735420545	1.0503659614695184			0.4466	0.4394	0.114
SRX180738	9922316	208009	4443279	68017	0	0	0	0	0	0	0	0	0	5197468	5340	203	2.0963754833045027	9922316.0	9854299.0	99.31	68017.0	0.69	SRX180738_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9922316.0	0.0	20-50	53.0	5.488800377966674	49.44938419618968	pass	pass	warn	pass	fail	pass	pass	warn	fail	fail	pass	2.6	9929274	3158373	9929274	496463700	1044040	490712329	1.1584675777906823			0.4686	0.445	0.0863
SRX180739	11000045	624271	4540099	114197	0	0	0	0	0	0	0	0	0	5698776	22117	585	5.675167692495804	11000045.0	10885848.0	98.96	114197.0	1.04	SRX180739_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11000045.0	0.0	20-50	53.0	10.83848527453346	49.48406883790021	pass	pass	fail	pass	fail	pass	warn	warn	fail	warn	pass	2.6	11005797	3269093	11005797	550289850	1478793	544371452	1.0755055721998144			0.4442	0.4378	0.118
SRX180740	8601857	358604	3567293	100823	0	0	0	0	0	0	0	0	0	4563533	11307	297	4.1689137589708825	8601857.0	8501034.0	98.83	100823.0	1.17	SRX180740_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8601857.0	0.0	20-50	53.0	7.910769694970263	49.38758933100144	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	2.6	8609276	2657987	8609276	430463800	1839978	424859491	1.3019234137690556			0.4717	0.4294	0.0989
SRX180741	13597272	530139	5575915	147360	0	0	0	0	0	0	0	0	0	7326216	17126	516	3.898862948391413	13597272.0	13449912.0	98.92	147360.0	1.08	SRX180741_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13597272.0	0.0	20-50	54.0	8.27269750305908	49.46850912447732	pass	pass	fail	pass	fail	pass	warn	warn	fail	warn	pass	2.6	13614362	4022184	13614362	680718100	1859279	672709697	1.1764639430037191			0.4571	0.4282	0.1146
SRX180742	13679484	350022	5768911	182433	0	0	0	0	0	0	0	0	0	7368860	8925	333	2.558736864636122	13679484.0	13497051.0	98.67	182433.0	1.33	SRX180742_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13679484.0	0.0	20-50	54.0	5.393131119893192	49.36896808388386	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	13693646	4039617	13693646	684682300	3146125	675415322	1.3534712376820606			0.4696	0.4231	0.1072
SRX180743	11195438	367079	4463642	106964	0	0	0	0	0	0	0	0	0	6246172	11163	418	3.278826607766485	11195438.0	11088474.0	99.04	106964.0	0.96	SRX180743_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11195438.0	0.0	20-50	54.0	7.602997556251283	49.45942543739691	pass	pass	fail	pass	fail	pass	warn	warn	fail	warn	pass	2.6	11209413	3425608	11209413	560470650	1430426	553774339	1.194765684875738			0.4828	0.4131	0.1041
SRX180744	9139780	257901	3822836	132314	0	0	0	0	0	0	0	0	0	4919660	6839	230	2.821741880001488	9139780.0	9007466.0	98.55	132314.0	1.45	SRX180744_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9139780.0	0.0	20-50	54.0	6.589147805517053	49.34630319329349	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	9152789	2719372	9152789	457639450	2089865	451070306	1.4354409349980646			0.4594	0.4271	0.1135
SRX180745	12235494	358617	5128926	140951	0	0	0	0	0	0	0	0	0	6595631	10983	386	2.93095644524038	12235494.0	12094543.0	98.85	140951.0	1.15	SRX180745_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12235494.0	0.0	20-50	54.0	7.663993859701697	49.476312603316224	pass	pass	fail	pass	fail	pass	warn	warn	fail	warn	pass	2.6	12244655	3672724	12244655	612232750	1620022	605422364	1.1123851182413875			0.4517	0.4351	0.1132
SRX180746	14805654	536197	6543713	199060	0	0	0	0	0	0	0	0	0	7508586	17587	511	3.621569165401272	14805654.0	14606594.0	98.66	199060.0	1.34	SRX180746_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14805654.0	0.0	20-50	53.0	6.296302393196639	49.37278103351598	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	2.6	14812802	4550666	14812802	740640100	3395946	731059355	1.2935763267476337			0.4394	0.4595	0.101
SRX1828366	11207955	1681887	454285	7052732	0	0	0	0	482	0	0	0	0	1934440	81914	2215	15.006189800012582	11207955.0	4155223.0	37.07	7052732.0	62.93	SRX1828366_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11207955.0	0.0	20-100	49.0	43.61317822775245	87.82018075554372	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass	2.6	15018832	3629853	15018832	1501883200	436959878	1054299188	29.80151931921204	0.0202	0.5604	0.4194		
SRX1828367	11940560	807514	34112	10676693	0	0	0	0	750	0	0	0	0	378103	41713	1675	6.762781645081972	11940560.0	1263867.0	10.58	10676693.0	89.42	SRX1828367_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11940560.0	0.0	20-100	34.0	28.199131136804567	88.51507048245644	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass	2.6	15326637	6688547	15326637	1532663700	389368896	1128170480	26.3915182436956	0.0415	0.5356	0.4228		
SRX1828368	4609167	1199601	123478	2365286	0	0	0	0	901	0	0	0	0	863294	54828	1779	26.026416486970422	4609167.0	2243881.0	48.68	2365286.0	51.32	SRX1828368_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4609167.0	0.0	20-100	52.0	50.375966951472186	88.77391077389906	pass	pass	warn	pass	fail	fail	pass	warn	warn	fail	pass	2.6	5782102	1105185	5782102	578210200	142517027	431789687	25.32305950327407	0.0188	0.5634	0.4178		
SRX1828369	6884715	1945741	75709	3728863	0	0	0	0	1471	0	0	0	0	1038535	91078	3318	28.261750849526813	6884715.0	3155852.0	45.84	3728863.0	54.16	SRX1828369_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6884715.0	0.0	20-100	50.0	50.83246281866997	88.19789896894788	pass	pass	warn	pass	fail	fail	pass	warn	warn	fail	pass	2.6	9075655	1884475	9075655	907565500	255485588	645981227	28.822632966986955	0.0213	0.562	0.4167		
