Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned
p1k_00238	3318302	2219920	3978	45117	0	0	0	0	13929	0	0	0	0	834047	139138	62173	66.8992755933607
p1k_00239	3987961	2694479	2747	51726	0	0	0	0	14844	0	0	0	0	992327	156925	74913	67.56532975121873
p1k_00240	3920188	2914427	7384	81218	0	0	0	0	28745	0	0	0	0	632508	152648	103258	74.34406207049253
p1k_00241	4373131	3128792	5120	96059	0	0	0	0	15167	0	0	0	0	887341	150908	89744	71.54581008435375
p1k_00242	3924171	2849786	1905	72861	0	0	0	0	17057	0	0	0	0	762690	135344	84528	72.62135110829779
p1k_00243	4337132	3361808	4916	71651	0	0	0	0	26709	0	0	0	0	587925	166555	117568	77.5122361966387
p1k_00244	4017576	3107339	3634	72294	0	0	0	0	31876	0	0	0	0	530896	152237	119300	77.34362710251158
p1k_00245	3713991	2793123	7923	52926	0	0	0	0	28957	0	0	0	0	591794	142918	96350	75.20543264644421
p1k_00246	3926344	2907946	3390	58308	0	0	0	0	28710	0	0	0	0	686283	142233	99474	74.06243569081059
p1k_00247	3774797	2660257	8260	52650	0	0	0	0	16524	0	0	0	0	840713	125220	71173	70.47417384299077
p1k_00248	4051844	2778410	12184	57332	0	0	0	0	13635	0	0	0	0	988071	130819	71393	68.571494855182
p1k_00249	4283486	3197709	2972	97911	0	0	0	0	20099	0	0	0	0	729486	140349	94960	74.65202407571778
p1k_00250	4304088	3225855	9129	82886	0	0	0	0	16681	0	0	0	0	748002	133514	88021	74.94863023246737
p1k_00251	4063187	2819570	2760	78384	0	0	0	0	19440	0	0	0	0	915307	153232	74494	69.39306509889896
p1k_00252	3738425	2460696	6071	59968	0	0	0	0	15769	0	0	0	0	988395	143837	63689	65.82172973912812
p1k_00253	3353903	2449620	1713	47221	0	0	0	0	16409	0	0	0	0	639177	130227	69536	73.03789048162693
p1k_00254	4384753	2880932	1611	65986	0	0	0	0	16060	0	0	0	0	1188733	163842	67589	65.70340450191836
p1k_00255	11179459	8539205	1962	590215	0	0	0	0	222550	0	0	0	0	1209787	431223	184517	76.38298955253559
p1k_00256	10156369	7704969	945	725200	0	0	0	0	188809	0	0	0	0	998328	369425	168693	75.8634212679748
p1k_00257	11323843	8331941	4479	417434	0	0	0	0	152973	0	0	0	0	1847803	433904	135309	73.57874000902343
p1k_00258	11281471	8227633	6298	495046	0	0	0	0	176649	0	0	0	0	1795003	436490	144352	72.93049815932692
p1k_00259	6889902	5074682	745	387367	0	0	0	0	165166	0	0	0	0	884256	253766	123920	73.65390683350793
p1k_00260	8685781	6461677	786	466483	0	0	0	0	214902	0	0	0	0	1067224	317642	157067	74.39373615337527
p1k_00261	7914983	5938432	1047	471900	0	0	0	0	178983	0	0	0	0	920815	282549	121257	75.02772905513505
p1k_00262	8045404	5979695	1325	504156	0	0	0	0	164057	0	0	0	0	998016	282990	115165	74.32435959710662
p1k_00263	7256324	5217656	1992	389674	0	0	0	0	211017	0	0	0	0	1028916	274875	132194	71.90494801500044
p1k_00264	7300249	5339764	1263	458883	0	0	0	0	187269	0	0	0	0	905063	270120	137887	73.14495711036706
p1k_00265	7413850	5035473	21313	463960	0	0	0	0	248241	0	0	0	0	1274234	235756	134873	67.9198122433014
p1k_00266	8820171	6254697	3995	506257	0	0	0	0	272213	0	0	0	0	1335585	291712	155712	70.91355711811029
p1k_00267	10316516	6836929	1159583	476687	0	0	0	0	176891	0	0	0	0	1179963	346826	139637	66.27168513091047
p1k_00268	10591198	7801859	139051	512062	0	0	0	0	187323	0	0	0	0	1402838	389653	158412	73.66361199176902
p1k_00269	11445444	8372984	410849	436518	0	0	0	0	170811	0	0	0	0	1456826	436907	160549	73.1556067200189
p1k_00270	10634291	8014053	43316	479416	0	0	0	0	185638	0	0	0	0	1358947	391368	161553	75.36048242426317
p1k_00271	16541962	12374744	8263	748437	0	0	0	0	2342	0	0	0	0	2747689	651310	9177	74.8081998979323
p1k_00272	18175764	13558151	16702	633688	0	0	0	0	1120	0	0	0	0	3346840	602770	16493	74.59466903289457
p1k_00273	17586975	15040941	2473	333945	0	0	0	0	936	0	0	0	0	1642701	558307	7672	85.52318406093146
p1k_00274	14577866	12405136	4223	273611	0	0	0	0	2546	0	0	0	0	1452267	433835	6248	85.0956923324717
p1k_00275	8435602	6689710	648	400963	0	0	0	0	71725	0	0	0	0	844407	330766	97383	79.30329098029992
p1k_00276	10522551	8213898	1364	443115	0	0	0	0	83919	0	0	0	0	1254733	413309	112213	78.0599495312496
p1k_00277	7851432	6360482	449	351115	0	0	0	0	76430	0	0	0	0	623584	326970	112402	81.01047044666501
p1k_00278	8808199	7019007	717	438583	0	0	0	0	79233	0	0	0	0	781025	368213	121421	79.68719825698761
p1k_00279	6085952	4613205	905	271198	0	0	0	0	48328	0	0	0	0	854533	229897	67886	75.80087716761487
p1k_00280	8723810	6675704	596	352573	0	0	0	0	65876	0	0	0	0	1193470	336336	99255	76.52280368325307
p1k_00281	11759799	8515816	279222	402000	0	0	0	0	463948	0	0	0	0	1313526	333173	452114	72.41463905973224
p1k_00282	16639463	10238385	660554	608664	0	0	0	0	333802	0	0	0	0	3870670	430158	497230	61.530741707229375
p1k_00283	10561908	8107839	414	582573	0	0	0	0	244194	0	0	0	0	1056375	403148	167365	76.7649083858712
p1k_00284	10769241	8169644	660	594911	0	0	0	0	275632	0	0	0	0	1146463	400540	181391	75.86090793213747
p1k_00285	20061908	13785304	11142	1744814	0	0	0	0	830456	0	0	0	0	2647726	718621	323845	68.71382323156901
p1k_00286	10609445	8121054	1406	474381	0	0	0	0	217191	0	0	0	0	1195136	420808	179469	76.54551204139331
p1k_00287	7859209	5569499	514123	345633	0	0	0	0	173914	0	0	0	0	856887	281252	117901	70.86589757315271
p1k_00288	10229661	7804816	130779	450154	0	0	0	0	200837	0	0	0	0	1097742	383983	161350	76.29593981657847
p1k_00289	9090593	6651471	624125	411888	0	0	0	0	181608	0	0	0	0	769784	317546	134171	73.16872507657092
p1k_00290	8822119	6611001	413284	460744	0	0	0	0	147726	0	0	0	0	749686	315995	123683	74.93665637473265
p1k_00291	10090190	7578199	1337	420004	0	0	0	0	206540	0	0	0	0	1337287	392239	154584	75.10462141941827
p1k_00292	10220877	7644881	1295	516101	0	0	0	0	195247	0	0	0	0	1312963	392460	157930	74.79672243389682
p1k_00293	9361165	5905083	781	1844023	0	0	0	0	222365	0	0	0	0	963804	292853	132256	63.08064220639204
p1k_00294	6869528	4356081	8435	1332647	0	0	0	0	161477	0	0	0	0	697570	220003	93315	63.41164924285919
p1k_00295	9096986	6972964	588	564353	0	0	0	0	235277	0	0	0	0	809244	341365	173195	76.65136562813221
p1k_00296	7142730	5768169	1030	300149	0	0	0	0	164379	0	0	0	0	518960	260372	129671	80.75580345330147
p1k_00297	11594598	7722989	54744	569500	0	0	0	0	127693	0	0	0	0	2597246	366385	156041	66.60851027349115
p1k_00298	7123134	5110053	513521	308160	0	0	0	0	141362	0	0	0	0	685800	257613	106625	71.73883012730072
p1k_00299	10465973	7239195	11316	862333	0	0	0	0	392274	0	0	0	0	1434136	366509	160210	69.16886752908688
p1k_00300	7606167	5362364	716082	363003	0	0	0	0	127921	0	0	0	0	674441	252108	110248	70.50021383963828
p1k_00301	8240890	6392343	4628	342445	0	0	0	0	172501	0	0	0	0	897789	302434	128750	77.56859999344731
p1k_00302	9504145	7500985	3232	378460	0	0	0	0	145329	0	0	0	0	991740	347396	137003	78.92330135956469
p1k_00303	9745432	7579476	22833	424414	0	0	0	0	159508	0	0	0	0	1097860	335384	125957	77.77465380703492
p1k_00304	9627733	7480228	79471	371785	0	0	0	0	135680	0	0	0	0	1110684	327874	122011	77.69459331703527
p1k_00305	10943070	8374462	1194	513824	0	0	0	0	223351	0	0	0	0	1278470	404457	147312	76.52753751917881
p1k_00306	11671960	8795259	1961	565586	0	0	0	0	205960	0	0	0	0	1507003	438523	157668	75.35374521502816
p1k_00307	8803430	6430653	541	612666	0	0	0	0	141968	0	0	0	0	1196991	296941	123670	73.0471304934554
p1k_00308	7824323	5614805	541	475347	0	0	0	0	139331	0	0	0	0	1220918	261587	111794	71.76090506488548
p1k_00309	9522278	7084674	25616	639349	0	0	0	0	154040	0	0	0	0	1220986	282587	115026	74.40104143147259
p1k_00310	8910007	6638475	4708	553344	0	0	0	0	171567	0	0	0	0	1162331	263415	116167	74.50583372156723
p1k_00311	8588339	6314803	3448	628701	0	0	0	0	132737	0	0	0	0	1156603	248640	103407	73.52764021075554
p1k_00312	10455068	7897954	2021	493340	0	0	0	0	187153	0	0	0	0	1427038	302416	145146	75.54187117673457
p1k_00313	6949550	5285339	1955	378004	0	0	0	0	120262	0	0	0	0	801981	243651	118358	76.05296745832464
p1k_00314	6725966	5000529	1074	471343	0	0	0	0	99933	0	0	0	0	816767	234229	102091	74.34662916821168
p1k_00315	9868993	7114448	1364	732405	0	0	0	0	153473	0	0	0	0	1381434	348801	137068	72.0888949865503
p1k_00316	9295099	6685173	1143	754679	0	0	0	0	131412	0	0	0	0	1271527	324705	126460	71.92148249308588
p1k_00317	12746265	10252637	230277	264004	0	0	0	0	190875	0	0	0	0	694481	603611	510380	80.43640235002175
p1k_00318	13555921	10597499	577579	293040	0	0	0	0	230773	0	0	0	0	701258	624725	531047	78.17616375899506
p1k_00319	9400090	7699866	5469	201610	0	0	0	0	59886	0	0	0	0	543296	618450	271513	81.91268381472943
p1k_00320	10765722	8820936	5311	218869	0	0	0	0	165270	0	0	0	0	567187	695765	292384	81.93538714820986
p1k_00321	12796515	10455193	5698	313457	0	0	0	0	186803	0	0	0	0	709427	601705	524232	81.70344035075175
p1k_00322	11893593	9706366	5480	272280	0	0	0	0	192318	0	0	0	0	619745	755232	342172	81.61003996017016
p1k_00323	12065303	9835721	14433	265179	0	0	0	0	179836	0	0	0	0	694878	752258	322998	81.52071274132112
p1k_00324	15739502	12819599	6671	342095	0	0	0	0	229475	0	0	0	0	941325	974705	425632	81.44856806778257
p1k_00325	12540221	10224056	3168	285048	0	0	0	0	185415	0	0	0	0	822755	732264	287515	81.53011019502766
p1k_00326	13944061	11823078	3970	290558	0	0	0	0	102651	0	0	0	0	817635	492136	414033	84.78934508390347
p1k_00327	12675480	10346122	3872	290125	0	0	0	0	105540	0	0	0	0	881360	762533	285928	81.6231180199882
p1k_00328	11377830	9026206	283366	252203	0	0	0	0	173146	0	0	0	0	703506	512995	426408	79.33152455257286
p1k_00329	12035471	10135234	10532	258871	0	0	0	0	152257	0	0	0	0	556032	646562	275983	84.21136156615724
p1k_00330	10637706	8745966	13625	208733	0	0	0	0	160572	0	0	0	0	612277	509848	386685	82.21665460579565
p1k_00331	10303454	8442734	6323	239063	0	0	0	0	190738	0	0	0	0	611736	605566	207294	81.94081324573294
p1k_00332	10260321	8355500	6001	263855	0	0	0	0	220092	0	0	0	0	601755	603417	209701	81.43507400986772
p1k_00333	11863638	9562124	12907	259754	0	0	0	0	310695	0	0	0	0	727764	551132	439262	80.60026780992474
p1k_00334	11304756	9069847	37340	267354	0	0	0	0	266537	0	0	0	0	731622	671943	260113	80.23036498974415
p1k_00335	11335334	9226534	12369	272034	0	0	0	0	187250	0	0	0	0	693151	675360	268636	81.39622528987677
p1k_00336	11738874	9554735	18155	284104	0	0	0	0	224022	0	0	0	0	683173	543060	431625	81.39396504298453
p1k_00337	11675169	9456176	8036	279130	0	0	0	0	199500	0	0	0	0	909661	617024	205642	80.99391109456317
p1k_00338	9622239	7815564	8924	225163	0	0	0	0	119607	0	0	0	0	767465	515247	170269	81.22396460948434
p1k_00339	10447942	8456542	6675	244465	0	0	0	0	218203	0	0	0	0	730670	580976	210411	80.93978699345766
p1k_00340	12381119	10102891	13996	267509	0	0	0	0	143631	0	0	0	0	971650	659336	222106	81.59917532494437
p1k_00341	14156482	11692880	628	311942	0	0	0	0	115814	0	0	0	0	854248	638383	542587	82.5973571682569
p1k_00342	12694918	10407126	774	216633	0	0	0	0	124584	0	0	0	0	816319	669016	460466	81.97867839713497
p1k_00343	11360171	9358062	693	213862	0	0	0	0	55196	0	0	0	0	713103	605923	413332	82.3760663461844
p1k_00344	11514559	9423041	7028	215686	0	0	0	0	112457	0	0	0	0	746231	553216	456900	81.83588272898685
p1k_00345	13647334	11340228	1177	362307	0	0	0	0	110674	0	0	0	0	619388	715494	498066	83.09482276904778
p1k_00346	13454080	11143368	39015	245150	0	0	0	0	117896	0	0	0	0	759159	618305	531187	82.82519503377415
p1k_00347	13503944	11407518	4408	189563	0	0	0	0	117791	0	0	0	0	645326	600164	539174	84.47545398588738
p1k_00348	13830636	11533399	786	202015	0	0	0	0	128050	0	0	0	0	761155	633931	571300	83.39022876460635
p1k_00349	9348263	7555255	85	179401	0	0	0	0	180610	0	0	0	0	604284	433943	394685	80.81988065590366
p1k_00350	8806983	7116432	370	207826	0	0	0	0	155451	0	0	0	0	541016	414335	371553	80.80442530660046
p1k_00351	8207460	6335162	218722	244279	0	0	0	0	114054	0	0	0	0	605234	362891	327118	77.18785105257899
p1k_00352	8423964	6747069	6668	152620	0	0	0	0	148586	0	0	0	0	598209	437738	333074	80.09375396191152
p1k_00353	9272073	7511696	482	119679	0	0	0	0	132030	0	0	0	0	709625	457972	340589	81.01420254133029
p1k_00354	8489120	6685661	8768	175726	0	0	0	0	138438	0	0	0	0	745554	421017	313956	78.75564251653881
p1k_00355	7291667	5841661	5452	132821	0	0	0	0	113903	0	0	0	0	586427	324250	287153	80.11420433763638
p1k_00356	7826128	6172744	328	145622	0	0	0	0	125937	0	0	0	0	668639	418579	294279	78.87353746322574
p1k_00357	5828647	4284496	75012	88445	0	0	0	0	112148	0	0	0	0	735947	328768	203831	73.50755672800223
p1k_00358	12414880	9742753	89511	176570	0	0	0	0	83484	0	0	0	0	1290089	590302	442171	78.4764170092663
p1k_00359	6393882	4598268	31503	90161	0	0	0	0	74319	0	0	0	0	957503	398176	243952	71.9166853564079
p1k_00360	11458657	9016888	62737	199851	0	0	0	0	70664	0	0	0	0	1063447	554143	490927	78.69061793192694
p1k_00361	6409073	2396849	2999202	80540	0	0	0	0	105408	0	0	0	0	443473	226861	156740	37.39774847314112
p1k_00362	6545363	4578814	63035	114411	0	0	0	0	113557	0	0	0	0	973248	405108	297190	69.95508117731592
p1k_00363	12429769	9174127	60904	211526	0	0	0	0	56055	0	0	0	0	1842218	721997	362942	73.80770310373427
p1k_00364	7238904	5507555	31654	127884	0	0	0	0	58254	0	0	0	0	870359	379513	263685	76.08271915196002
p1k_00365	8478984	6119835	417184	158464	0	0	0	0	31869	0	0	0	0	911806	480719	359107	72.17651312940325
p1k_00366	7876928	6033865	43678	120885	0	0	0	0	61330	0	0	0	0	822831	438845	355494	76.60175388171633
p1k_00367	10298251	7400018	476140	194403	0	0	0	0	93319	0	0	0	0	909826	697692	526853	71.85703669487178
p1k_00368	10432411	7871942	66564	178480	0	0	0	0	95133	0	0	0	0	970215	686900	563177	75.45659387844287
p1k_00369	7572122	6034522	28705	104276	0	0	0	0	43610	0	0	0	0	719561	390707	250741	79.69393520072708
p1k_00370	9501851	7261443	463581	133836	0	0	0	0	36929	0	0	0	0	878596	407515	319951	76.42135200815083
p1k_00371	9446942	7481579	76148	176709	0	0	0	0	18638	0	0	0	0	893755	427664	372449	79.19577573356543
p1k_00372	9341381	7155654	406832	155048	0	0	0	0	36132	0	0	0	0	777396	411527	398792	76.60167163720224
p1k_00373	9014214	7166510	60997	125403	0	0	0	0	21687	0	0	0	0	813482	443001	383134	79.50232821186628
p1k_00374	7403760	5718418	241392	113313	0	0	0	0	20755	0	0	0	0	649983	349995	309904	77.23667433844425
p1k_00375	10072158	8152912	22598	141342	0	0	0	0	53700	0	0	0	0	842228	466273	393105	80.94503680343378
p1k_00376	8694173	7186209	11930	108300	0	0	0	0	56360	0	0	0	0	576892	394282	360200	82.65546360763697
p1k_00377	11407140	9069932	96851	140853	0	0	0	0	52378	0	0	0	0	867786	640407	538933	79.51100801778536
p1k_00378	4927449	3875596	87871	71815	0	0	0	0	34036	0	0	0	0	325468	284093	248570	78.65319356932969
p1k_00379	9276186	7574945	35040	107011	0	0	0	0	36041	0	0	0	0	628506	443000	451643	81.66012410704141
p1k_00380	9653980	7791715	67070	136285	0	0	0	0	50367	0	0	0	0	661678	474852	472013	80.70987302646162
p1k_00381	8941709	7271679	65349	170202	0	0	0	0	42294	0	0	0	0	683081	375922	333182	81.32314527345947
p1k_00382	7844861	6359812	30451	116126	0	0	0	0	36539	0	0	0	0	664587	354939	282407	81.06978568517658
p1k_00383	8737472	6590526	338653	165087	0	0	0	0	63799	0	0	0	0	656541	467450	455416	75.42829321799258
p1k_00384	8796650	6496778	348226	171687	0	0	0	0	54967	0	0	0	0	817103	498122	409767	73.85513803550215
p1k_00385	8605013	6895423	51991	153905	0	0	0	0	44876	0	0	0	0	643540	401360	413918	80.13262734175997
p1k_00386	9020114	6945764	346470	131982	0	0	0	0	47396	0	0	0	0	705467	424214	418821	77.00306226728398
p1k_00387	9075483	6365953	43899	466973	0	0	0	0	75543	0	0	0	0	1656707	352623	113785	70.14450911317887
p1k_00388	7543166	4805056	1520134	376519	0	0	0	0	74282	0	0	0	0	406647	266221	94307	63.7007855852569
p1k_00389	7052883	4469362	1434	1444576	0	0	0	0	96843	0	0	0	0	738568	219356	82744	63.369291678310844
p1k_00390	8945172	5713745	1123	1857729	0	0	0	0	164444	0	0	0	0	807620	287559	112952	63.87518317143594
p1k_00391	6786361	5242564	488	339866	0	0	0	0	60750	0	0	0	0	826013	240889	75791	77.25147542254236
p1k_00392	8789463	6640697	477	507093	0	0	0	0	82148	0	0	0	0	1150652	304474	103922	75.55293195955203
p1k_00393	7350398	3675771	2652137	372053	0	0	0	0	71637	0	0	0	0	320052	192842	65906	50.00778189153839
p1k_00394	8019436	4716973	1832928	448641	0	0	0	0	82513	0	0	0	0	608062	239890	90429	58.819261105145046
p1k_00395	6901271	4393490	164	1449485	0	0	0	0	178586	0	0	0	0	562213	218459	98874	63.66204138339155
p1k_00396	6878791	4549211	459	1255770	0	0	0	0	215237	0	0	0	0	512522	240120	105472	66.13387439740501
p1k_00397	4837452	809302	3361607	175788	0	0	0	0	47770	0	0	0	0	392133	38630	12222	16.72992310828097
p1k_00398	8507002	6506062	1339	401442	0	0	0	0	93508	0	0	0	0	1102581	299529	102541	76.47890525945567
p1k_00399	8212933	5382246	1354935	354061	0	0	0	0	76561	0	0	0	0	668954	283241	92935	65.53378677264261
p1k_00400	9455438	6645535	29016	495186	0	0	0	0	91568	0	0	0	0	1738914	333210	122009	70.28267754492177
p1k_00401	6992973	4585679	1293	1323321	0	0	0	0	159310	0	0	0	0	591068	236241	96061	65.57552846264386
p1k_00402	8146190	5300881	2009	1623665	0	0	0	0	173102	0	0	0	0	673613	260056	112864	65.071904780026
p1k_00403	8913291	6786074	6245	432163	0	0	0	0	85478	0	0	0	0	1182119	319331	101881	76.13432569406743
p1k_00404	9682568	7656709	4137	465953	0	0	0	0	115973	0	0	0	0	963908	344732	131156	79.0772551248801
p1k_00405	8425962	6079961	12421	412431	0	0	0	0	88737	0	0	0	0	1360691	342587	129134	72.1574699719747
p1k_00406	9675672	6661151	31762	459267	0	0	0	0	102652	0	0	0	0	1911144	374780	134916	68.84432419784383
p1k_00407	9260580	7271231	2195	401809	0	0	0	0	105105	0	0	0	0	951400	389812	139028	78.51809497893221
p1k_00408	8193723	5279690	610	1638987	0	0	0	0	235089	0	0	0	0	617619	279521	142207	64.43578822471787
p1k_00409	8969224	6542367	386	762265	0	0	0	0	391484	0	0	0	0	800581	326618	145523	72.94239724640616
p1k_00410	8704389	6805046	2953	423519	0	0	0	0	88225	0	0	0	0	949449	328540	106657	78.1794793408245
p1k_00411	8124676	5319339	1332555	418710	0	0	0	0	90214	0	0	0	0	549822	295894	118142	65.47139849022902
p1k_00412	9251937	6886685	5508	424649	0	0	0	0	106477	0	0	0	0	1287731	400816	140071	74.43506154440956
p1k_00413	8793227	7045255	1234	360299	0	0	0	0	110170	0	0	0	0	766513	369273	140483	80.12138205916895
p1k_00414	11252087	8966611	1358	395751	0	0	0	0	111998	0	0	0	0	1132528	483929	159912	79.68842580047595
p1k_00415	13028505	9780953	689	1091620	0	0	0	0	364254	0	0	0	0	1095591	493305	202093	75.07348694266916
p1k_00416	13634910	10314147	992	893155	0	0	0	0	396405	0	0	0	0	1299600	529546	201065	75.64514177211291
p1k_00417	7316712	5592685	609	311320	0	0	0	0	90072	0	0	0	0	878373	327167	116486	76.4371346036307
p1k_00418	8352546	6466617	542	393978	0	0	0	0	68804	0	0	0	0	946695	352090	123820	77.4209085469269
p1k_00419	8850027	6913385	1297	482670	0	0	0	0	69806	0	0	0	0	876868	378668	127333	78.11710630939318
p1k_00420	11038230	8804132	1670	565081	0	0	0	0	109466	0	0	0	0	902266	488247	167368	79.76036013020203
p1k_00421	13585276	10733163	629	626129	0	0	0	0	145024	0	0	0	0	1314347	548881	217103	79.00585162936697
p1k_00422	9544366	7464586	782	395331	0	0	0	0	108757	0	0	0	0	1031098	401688	142124	78.20934360647946
p1k_00423	10165643	8051320	561	417330	0	0	0	0	103793	0	0	0	0	1019300	424898	148441	79.20128613605651
p1k_00424	11757999	9327199	1306	362157	0	0	0	0	115107	0	0	0	0	1297536	497758	156936	79.32641429889559
p1k_00425	7580746	5946842	330	365077	0	0	0	0	67703	0	0	0	0	802339	312747	85708	78.44665947124466
p1k_00426	8706421	6883663	478	485993	0	0	0	0	94690	0	0	0	0	816569	317207	107821	79.06421019612996
p1k_00427	12403800	9445874	843	826683	0	0	0	0	307911	0	0	0	0	1168214	483160	171115	76.15306599590448
p1k_00428	8396540	6559603	782	441788	0	0	0	0	77800	0	0	0	0	898220	315445	102902	78.12269101320307
p1k_00429	9363430	7314844	942	467651	0	0	0	0	105544	0	0	0	0	931711	398137	144601	78.12141490885284
p1k_00430	8795948	7040832	5518	356945	0	0	0	0	115289	0	0	0	0	749606	386377	141381	80.04631223376946
p1k_00431	10438996	8195333	493	434231	0	0	0	0	119375	0	0	0	0	1110981	419275	159308	78.50690813560998
p1k_00432	12442947	9778814	766	574093	0	0	0	0	144500	0	0	0	0	1256350	493477	194947	78.58921202509342
p1k_00433	3228935	2195046	413	272103	0	0	0	0	113151	0	0	0	0	490941	113383	43898	67.98049511681096
p1k_00434	2999419	2047877	346	225570	0	0	0	0	105175	0	0	0	0	470531	111187	38733	68.27578941121597
p1k_00435	9437170	7277239	1677	342578	0	0	0	0	110362	0	0	0	0	1161229	409082	135003	77.11251360312467
p1k_00436	10324862	8042314	3730	502653	0	0	0	0	113088	0	0	0	0	1071517	442986	148574	77.8927021010063
p1k_00437	10867607	8526637	655	332218	0	0	0	0	85227	0	0	0	0	1340561	449567	132742	78.45919529478753
p1k_00438	11237592	8786468	724	311569	0	0	0	0	98945	0	0	0	0	1433602	461330	144954	78.18817412128863
p1k_00439	5886194	4094271	552	581069	0	0	0	0	202996	0	0	0	0	693930	230878	82498	69.55718754767511
p1k_00440	7744456	5263239	531	725366	0	0	0	0	315859	0	0	0	0	1025506	300061	113894	67.96137779077058
p1k_00441	13890833	10151112	396497	367223	0	0	0	0	146134	0	0	0	0	1835947	593385	400535	73.07777726504955
p1k_00442	13143074	9620666	307317	345988	0	0	0	0	138552	0	0	0	0	1770779	552548	407224	73.19951177327313
p1k_00443	10848465	7899462	243564	289364	0	0	0	0	48175	0	0	0	0	1596587	453664	317649	72.81640305794414
p1k_00444	11619660	8466093	193979	317667	0	0	0	0	131674	0	0	0	0	1655494	436911	417842	72.86007507964949
p1k_00445	13337357	9764192	280217	273082	0	0	0	0	142194	0	0	0	0	1907849	565480	404343	73.20934724923386
p1k_00446	13509964	9873600	299614	307103	0	0	0	0	131060	0	0	0	0	1914460	576508	407619	73.08383649282855
p1k_00447	14566187	10374722	687189	396773	0	0	0	0	146067	0	0	0	0	1886175	622309	452952	71.22469318840957
p1k_00448	14544695	11043449	384265	288673	0	0	0	0	37801	0	0	0	0	2001077	479009	310421	75.9276767233689
p1k_00449	13563610	9596441	1245852	215422	0	0	0	0	152797	0	0	0	0	1427505	488447	437146	70.7513781360567
p1k_00450	12598616	9742162	261699	265638	0	0	0	0	168872	0	0	0	0	1165067	473063	522115	77.32723975395392
p1k_00451	13698690	10337070	490903	245565	0	0	0	0	221111	0	0	0	0	1267240	614927	521874	75.46028123857099
p1k_00452	12358356	9715307	105113	204134	0	0	0	0	360857	0	0	0	0	898035	528411	546499	78.61326377068276
p1k_00453	14569648	10721143	870498	237948	0	0	0	0	188608	0	0	0	0	1464402	636749	450300	73.58546342368739
p1k_00454	13556549	10050752	683726	285276	0	0	0	0	163248	0	0	0	0	1314471	597506	461570	74.13945835330216
p1k_00455	7623231	4135931	2319506	110165	0	0	0	0	61153	0	0	0	0	728479	147474	120523	54.2543050315542
p1k_00456	7614677	4265166	2400407	100663	0	0	0	0	17103	0	0	0	0	623953	113175	94210	56.01243493322172
p1k_00457	7516739	5018755	1243183	106694	0	0	0	0	42910	0	0	0	0	694747	257147	153303	66.76771669203893
p1k_00458	7115320	4805409	1040952	98538	0	0	0	0	61247	0	0	0	0	701928	253678	153568	67.53609113855737
p1k_00459	11583028	6005030	3178275	182925	0	0	0	0	70414	0	0	0	0	1541624	395781	208979	51.84335218735549
p1k_00460	13307088	7002543	3449786	197951	0	0	0	0	83930	0	0	0	0	1866241	465380	241257	52.622654933972036
p1k_00461	11469357	7684347	1944463	232296	0	0	0	0	133133	0	0	0	0	755545	409271	310302	66.99893463949199
p1k_00462	10580509	7014831	1936591	215043	0	0	0	0	115843	0	0	0	0	683254	325699	289248	66.29956082453123
p1k_00463	13353448	7508459	2838740	207062	0	0	0	0	91658	0	0	0	0	1938204	495029	274296	56.22861600988749
p1k_00464	13328276	8046098	2038384	210441	0	0	0	0	82788	0	0	0	0	2142087	526649	281829	60.36863282242955
p1k_00465	7703079	3764010	2899608	117740	0	0	0	0	45522	0	0	0	0	636889	132152	107158	48.86370761613635
p1k_00466	7690433	3998356	2596060	107019	0	0	0	0	46623	0	0	0	0	680454	144872	117049	51.99129879943041
p1k_00467	8244044	5929104	698231	123184	0	0	0	0	60256	0	0	0	0	944197	305740	183332	71.91984904495901
p1k_00468	7528129	4906408	1340105	115170	0	0	0	0	59870	0	0	0	0	680257	269903	156416	65.17433481812014
p1k_00469	9785663	7258225	984747	159254	0	0	0	0	50240	0	0	0	0	734075	331063	268059	74.1720310621774
p1k_00470	11090456	8655547	750105	149681	0	0	0	0	78272	0	0	0	0	810328	335990	310533	78.04500554350516
p1k_00471	14169157	10576254	1606844	206864	0	0	0	0	113584	0	0	0	0	728027	460631	476953	74.64278926403314
p1k_00472	11947659	8630514	1399820	190522	0	0	0	0	140972	0	0	0	0	738032	463249	384550	72.23602548415552
p1k_00473	10444460	7406151	444140	166980	0	0	0	0	87603	0	0	0	0	1644145	425251	270190	70.90985077256268
p1k_00474	9429332	6991172	106923	133567	0	0	0	0	82147	0	0	0	0	1455047	393623	266853	74.14281308580502
p1k_00475	9510226	6887607	119805	151157	0	0	0	0	110439	0	0	0	0	1563831	416882	260505	72.42316849252583
p1k_00476	10844553	7834703	140448	159164	0	0	0	0	112918	0	0	0	0	1872813	421347	303160	72.24551348497259
p1k_00477	12287307	9499953	19104	291894	0	0	0	0	227216	0	0	0	0	1193946	542638	512556	77.31517573378773
