Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned
p1k_00955	6987825	5316019	276431	344994	0	0	0	0	36390	0	0	0	0	676896	332023	5072	76.07544550700683
p1k_00956	4143057	2898955	387481	224401	0	0	0	0	46818	0	0	0	0	406998	175432	2972	69.97140034520403
p1k_00957	5166352	3932063	112306	246675	0	0	0	0	12554	0	0	0	0	623286	235092	4376	76.10908044980287
p1k_00958	12099455	8296274	265394	1422500	0	0	0	0	15703	0	0	0	0	1588021	502079	9484	68.56733629737867
p1k_00959	1452977	845416	65177	319305	0	0	0	0	6486	0	0	0	0	164200	51404	989	58.185091711706384
p1k_00960	1761410	985531	166528	334260	0	0	0	0	10665	0	0	0	0	201655	61175	1596	55.95125496051458
p1k_00961	12452169	8924654	196815	1494681	0	0	0	0	16973	0	0	0	0	1206887	603361	8798	71.67148149049375
p1k_00962	2431655	1889132	19750	107480	0	0	0	0	9183	0	0	0	0	281077	122233	2800	77.68914586978826
p1k_00963	1454213	1080411	50210	72125	0	0	0	0	6347	0	0	0	0	174748	68928	1444	74.295237355188
p1k_00964	1789551	1291520	66131	91993	0	0	0	0	7625	0	0	0	0	250309	80049	1924	72.17005829953995
p1k_00965	2736275	1951948	85485	141172	0	0	0	0	14966	0	0	0	0	419992	120161	2551	71.33595855679711
p1k_00966	2017297	1248147	53979	450212	0	0	0	0	19212	0	0	0	0	199700	45099	948	61.87224786434521
p1k_00967	13730970	9440339	278906	1864306	0	0	0	0	15138	0	0	0	0	1523222	599511	9548	68.75216390393395
p1k_00968	3461363	2421249	59638	247564	0	0	0	0	22138	0	0	0	0	552609	154772	3393	69.95073905857316
p1k_00969	4013169	2696716	182610	248024	0	0	0	0	41559	0	0	0	0	667287	173296	3677	67.19667175740668
p1k_00970	3546869	2551909	104712	168339	0	0	0	0	11588	0	0	0	0	547397	158867	4057	71.94821686394394
p1k_00971	4481983	3226940	75472	180601	0	0	0	0	16180	0	0	0	0	783823	194349	4618	71.99804193813318
p1k_00972	10220839	5543310	496740	2989494	0	0	0	0	36129	0	0	0	0	787204	361115	6847	54.23537147977774
p1k_00973	6898250	5330931	185755	396704	0	0	0	0	47171	0	0	0	0	616370	315669	5650	77.2794694306527
p1k_00974	1815013	1329815	171250	51628	0	0	0	0	4726	0	0	0	0	172261	83230	2103	73.26751929600505
p1k_00975	5427120	4236705	58970	290191	0	0	0	0	9228	0	0	0	0	577334	250043	4649	78.06543802237651
p1k_00976	2130137	1576255	96865	78158	0	0	0	0	5146	0	0	0	0	285871	85547	2295	73.99782267525516
p1k_00977	5686802	4120597	251312	375425	0	0	0	0	17053	0	0	0	0	651060	266495	4860	72.45894968736383
p1k_00978	6635365	4461593	369563	547666	0	0	0	0	30024	0	0	0	0	922355	299107	5057	67.23960174007007
p1k_00979	5970659	4559795	203894	330453	0	0	0	0	46698	0	0	0	0	547148	277979	4692	76.37004558458288
p1k_00980	5988154	3925671	929146	304977	0	0	0	0	21630	0	0	0	0	585909	216333	4488	65.5572819269511
p1k_00981	5549423	4220630	115549	328113	0	0	0	0	16011	0	0	0	0	620441	243866	4813	76.05529439727337
p1k_00982	1564742	1149323	72185	51021	0	0	0	0	3139	0	0	0	0	219687	67271	2116	73.45127822989349
p1k_00983	4880822	3803011	45716	235749	0	0	0	0	9104	0	0	0	0	533273	249819	4150	77.91742866263101
p1k_00984	3526819	2232043	390305	340362	0	0	0	0	17129	0	0	0	0	408210	135642	3128	63.28771054029141
p1k_00985	3503214	2603105	127908	148355	0	0	0	0	13205	0	0	0	0	439896	166802	3943	74.30619425476148
p1k_00986	2773807	2064004	82405	118556	0	0	0	0	9664	0	0	0	0	366095	130176	2907	74.41051233917861
p1k_00987	3559223	2559407	161081	157529	0	0	0	0	15187	0	0	0	0	502542	159821	3656	71.90914983410705
p1k_00988	11716562	7934635	280762	1336053	0	0	0	0	13362	0	0	0	0	1638136	504846	8768	67.72152957497259
p1k_00989	1116577	579918	118899	229688	0	0	0	0	11423	0	0	0	0	141961	33923	765	51.937125697556006
p1k_00990	1878301	1366951	60872	128751	0	0	0	0	3895	0	0	0	0	234963	81013	1856	72.77592888466758
p1k_00991	13772421	9440602	622219	1530935	0	0	0	0	30566	0	0	0	0	1543918	594171	10010	68.54714940822677
p1k_00992	4061975	2659568	297321	342454	0	0	0	0	16156	0	0	0	0	577250	165345	3881	65.47475058315229
p1k_00993	2409588	1537620	67963	300721	0	0	0	0	8113	0	0	0	0	390364	102394	2413	63.812568787693166
p1k_00994	2633408	1863986	95076	120760	0	0	0	0	9377	0	0	0	0	426465	114192	3552	70.78227149002358
p1k_00995	5814780	4215951	225419	229489	0	0	0	0	26050	0	0	0	0	849170	261592	7109	72.50405002424856
p1k_00996	1588901	866889	222036	230535	0	0	0	0	18089	0	0	0	0	200041	50296	1015	54.559031682905356
p1k_00997	13469345	9423133	372452	1649610	0	0	0	0	22359	0	0	0	0	1355468	637778	8545	69.9598458573895
p1k_00998	11271148	7382959	983822	1315600	0	0	0	0	16544	0	0	0	0	1029303	536567	6353	65.50316791155612
p1k_00999	2600379	1913923	81446	201195	0	0	0	0	8781	0	0	0	0	277546	115153	2335	73.60169421457411
p1k_01000	14598256	10315245	338738	1705466	0	0	0	0	19741	0	0	0	0	1544427	664152	10487	70.66080359188112
p1k_01001	5137822	3733659	108937	361681	0	0	0	0	45801	0	0	0	0	665351	217865	4528	72.6700730387312
p1k_01002	8439710	6279336	172989	530673	0	0	0	0	52580	0	0	0	0	1016021	379803	8308	74.40227211598503
p1k_01003	2384706	1851612	40731	114372	0	0	0	0	7038	0	0	0	0	263287	104180	3486	77.645294640094
p1k_01004	2727167	1969685	193211	129034	0	0	0	0	11668	0	0	0	0	304306	115605	3658	72.22458323967692
p1k_01005	2912582	2203969	29048	142948	0	0	0	0	7763	0	0	0	0	399063	126001	3790	75.67062489571109
p1k_01006	2682576	1995392	52854	140599	0	0	0	0	9535	0	0	0	0	350353	132071	1772	74.38342846577319
p1k_01007	4212744	3027107	142256	175108	0	0	0	0	12718	0	0	0	0	670800	180609	4146	71.85594472391391
p1k_01008	10615870	7128474	217023	1211280	0	0	0	0	14741	0	0	0	0	1594836	442641	6875	67.1492209305502
p1k_01009	3628703	2629795	94404	278055	0	0	0	0	2692	0	0	0	0	435836	184366	3555	72.4720375296628
p1k_01010	3910960	2846739	145075	271107	0	0	0	0	4281	0	0	0	0	447451	192762	3545	72.78875263362448
p1k_01011	2609385	1949715	88574	119905	0	0	0	0	9925	0	0	0	0	323457	113590	4219	74.71933041693732
p1k_01012	2376094	1794734	42392	133545	0	0	0	0	6841	0	0	0	0	282586	112558	3438	75.53295450432516
p1k_01013	3501193	2447829	99446	251851	0	0	0	0	5242	0	0	0	0	510076	183499	3250	69.91414069432905
p1k_01014	2091823	1521962	58024	67519	0	0	0	0	4838	0	0	0	0	321501	115775	2204	72.75768552119372
p1k_01015	2843912	2036373	165746	210052	0	0	0	0	15356	0	0	0	0	279289	133828	3268	71.60464177513228
p1k_01016	2273170	1749872	22617	100426	0	0	0	0	9365	0	0	0	0	281339	107066	2485	76.97937241825292
p1k_01017	9257844	6735356	400168	370492	0	0	0	0	15875	0	0	0	0	1323325	401434	11194	72.75296494518594
p1k_01018	2345180	1723091	46397	193478	0	0	0	0	2688	0	0	0	0	267921	109575	2030	73.47372056729121
p1k_01019	2320699	1787683	85782	80936	0	0	0	0	4972	0	0	0	0	240493	117912	2921	77.03209248592773
p1k_01020	6188028	4364761	263454	450474	0	0	0	0	8734	0	0	0	0	842997	251551	6057	70.53557288363919
p1k_01021	1689484	1176466	192503	51497	0	0	0	0	3907	0	0	0	0	189449	73489	2173	69.6346340065961
p1k_01022	2139343	1609694	80292	75243	0	0	0	0	4298	0	0	0	0	270450	96550	2816	75.242445928493
p1k_01023	2783679	2040977	121411	93700	0	0	0	0	6165	0	0	0	0	396086	121624	3716	73.3194093140768
p1k_01024	2082379	1343863	197439	71300	0	0	0	0	4523	0	0	0	0	382414	80647	2193	64.5349861864723
p1k_01025	3053213	2315316	222158	93074	0	0	0	0	7628	0	0	0	0	275879	135787	3371	75.83211521764122
p1k_01026	2589535	1299808	23946	1017660	0	0	0	0	4616	0	0	0	0	170426	70307	2772	50.194648846221426
p1k_01027	2706515	1991093	47539	132768	0	0	0	0	7142	0	0	0	0	408833	115694	3446	73.56667153147129
p1k_01028	2061656	1442205	88760	96400	0	0	0	0	7710	0	0	0	0	342008	81545	3028	69.95371681793665
p1k_01029	2556814	1954052	67460	121296	0	0	0	0	15858	0	0	0	0	268715	127498	1935	76.42526988666364
p1k_01030	3229343	2211198	277214	148479	0	0	0	0	19026	0	0	0	0	452549	116967	3910	68.47207001547993
p1k_01031	10816425	7799593	157581	1203264	0	0	0	0	16631	0	0	0	0	1116502	514209	8645	72.10878825489938
p1k_01032	4079304	3037407	62119	294627	0	0	0	0	19945	0	0	0	0	463561	197594	4051	74.45895182119303
p1k_01033	4558455	3301119	94685	355299	0	0	0	0	38037	0	0	0	0	551739	213854	3722	72.41749671763789
p1k_01034	4550925	3549112	53162	319185	0	0	0	0	5155	0	0	0	0	406560	213276	4475	77.98660711833308
p1k_01035	1663710	1127262	230375	62839	0	0	0	0	6671	0	0	0	0	171990	63012	1561	67.75591900030655
p1k_01036	3437171	2494076	79784	256616	0	0	0	0	4888	0	0	0	0	451767	146740	3300	72.56188301367608
p1k_01037	4027104	2914762	40733	288295	0	0	0	0	10861	0	0	0	0	603517	165824	3112	72.37861252155395
p1k_01038	2747407	2045693	57615	89444	0	0	0	0	6129	0	0	0	0	417934	126954	3638	74.4590444735709
p1k_01039	1219759	966049	22347	38869	0	0	0	0	2462	0	0	0	0	128886	59699	1447	79.19998950612374
p1k_01040	1777050	1328756	142493	57882	0	0	0	0	3654	0	0	0	0	157214	85110	1941	74.77313525224389
p1k_01041	2665503	1927673	54616	162725	0	0	0	0	9811	0	0	0	0	397496	109415	3767	72.31929583271899
p1k_01042	3139670	2080625	208826	208924	0	0	0	0	25960	0	0	0	0	492704	119282	3349	66.26890724184389
p1k_01043	3097774	2311597	143690	139459	0	0	0	0	16707	0	0	0	0	339745	144095	2481	74.6212280172795
p1k_01044	2587013	1610755	245481	374474	0	0	0	0	13653	0	0	0	0	239513	101621	1516	62.26311966735382
p1k_01045	2694047	2061586	32362	202654	0	0	0	0	2567	0	0	0	0	267479	124684	2715	76.52375775181353
p1k_01046	3060293	2307332	71236	227207	0	0	0	0	2686	0	0	0	0	311975	136802	3055	75.39578726612125
p1k_01047	5964931	3925234	435364	483112	0	0	0	0	10540	0	0	0	0	884747	220830	5104	65.80518701725133
p1k_01048	2093275	1449642	124772	126026	0	0	0	0	4008	0	0	0	0	305435	81183	2209	69.25234381531332
p1k_01049	1957609	1397841	75374	78766	0	0	0	0	6232	0	0	0	0	318518	78884	1994	71.40552582257233
p1k_01050	954469	668830	40562	45768	0	0	0	0	1952	0	0	0	0	157882	38525	950	70.07351731695843
p1k_01051	959218	683844	35717	46599	0	0	0	0	2057	0	0	0	0	150639	39384	978	71.29182313092541
p1k_01052	2035292	1145772	34016	639132	0	0	0	0	4266	0	0	0	0	147741	62024	2341	56.29521464241986
p1k_01053	2634490	1920470	65144	122266	0	0	0	0	11066	0	0	0	0	405904	106418	3222	72.89722109402578
p1k_01054	5000103	3742553	198947	201003	0	0	0	0	14731	0	0	0	0	612146	225433	5290	74.84951809992714
p1k_01055	3350525	2540182	57053	136203	0	0	0	0	14234	0	0	0	0	456928	140982	4943	75.81444698965088
