Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
p1k_00122	p1k_00122_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5062317.0	0.0	20-76	52.0	31.04648432130275	75.28998006248918	pass	pass		pass	fail	pass	pass	warn	fail	fail	pass
p1k_00123	p1k_00123_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5170682.0	0.0	21-76	52.0	31.115061303813114	75.29337174477178	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass
p1k_00124	p1k_00124_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5564613.0	0.0	20-76	52.0	24.325281006177697	75.18103199629516	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass
p1k_00125	p1k_00125_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5211020.0	0.0	20-30	52.0	23.066896388077296	29.502829772290262	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass
p1k_00126	p1k_00126_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5317231.0	0.0	20-30	52.0	21.35350903274236	29.560825926125837	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass
p1k_00127	p1k_00127_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5457682.0	0.0	20-30	52.0	20.90015349495218	29.558663000152812	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass
p1k_00128	p1k_00128_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8318866.0	0.0	20-30	52.0	19.82646252780238	29.50449784862504	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass
p1k_00129	p1k_00129_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6916600.0	0.0	18-31	52.0	22.309163588367653	30.55187505421739	pass	pass		pass	fail	pass	pass	warn	fail	fail	pass
p1k_00130	p1k_00130_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14051039.0	0.0	20-30	53.0	20.615131839184272	29.249730856202163	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass
p1k_00131	p1k_00131_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12291882.0	0.0	20-30	52.0	20.14607659956471	29.39764732528347	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass
p1k_00132	p1k_00132_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2015911.0	0.0	24-76	52.0	37.954494029852945	74.53325469229544	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00133	p1k_00133_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5307093.0	0.0	20-31	52.0	25.369242927794616	30.452238541891013	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00134	p1k_00134_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9322205.0	0.0	20-31	52.0	17.656804771953592	30.336244697472324	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00135	p1k_00135_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9407639.0	0.0	20-31	53.0	18.573954825601334	30.497719247092707	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00136	p1k_00136_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8479308.0	0.0	20-31	52.0	17.209964583250887	30.5723259492402	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00137	p1k_00137_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9114942.0	0.0	20-31	52.0	20.401618137567716	30.453770194039635	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00138	p1k_00138_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9981655.0	0.0	20-31	53.0	15.014021043296722	30.46408867066634	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00139	p1k_00139_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6905505.0	0.0	20-31	52.0	19.075412217908905	30.570113264706926	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00140	p1k_00140_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9833866.0	0.0	20-31	51.0	18.736876578088307	29.912494028289586	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00141	p1k_00141_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9186192.0	0.0	20-31	52.0	19.40796033975421	30.330179904796243	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00142	p1k_00142_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3614911.0	0.0	20-35	52.0	29.427110286678687	34.60552528125865	pass	pass		pass	fail	pass	pass	warn	fail	fail	pass
p1k_00143	p1k_00143_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3542185.0	0.0	20-31	50.0	26.185446662883066	30.553322878392855	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass
p1k_00144	p1k_00144_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3950192.0	0.0	20-35	51.0	25.844564128240766	34.50913727737791	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass
p1k_00145	p1k_00145_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3828665.0	0.0	20-35	50.0	24.451522819548778	34.5164202143567	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass
p1k_00146	p1k_00146_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5684743.0	0.0	20-150	51.0	27.67884553712605	136.78379409588086	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass
p1k_00147	p1k_00147_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6052480.0	0.0	20-150	51.0	27.602925481455003	138.40922200486412	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass
p1k_00148	p1k_00148_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6433834.0	0.0	20-150	51.0	26.972365851676944	137.71460252160688	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass
p1k_00149	p1k_00149_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5018265.0	0.0	20-150	51.0	28.86084263101431	138.1226716803517	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass
p1k_00150	p1k_00150_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5859971.0	0.0	20-150	51.0	23.77647974734159	137.38589576637835	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass
p1k_00151	p1k_00151_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3906008.0	0.0	20-35	52.0	21.222281733158475	34.53926617661817	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass
p1k_00152	p1k_00152_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3787844.0	0.0	20-35	52.0	28.004867752227508	34.58993427395637	pass	pass		pass	fail	pass	pass	warn	fail	fail	pass
p1k_00153	p1k_00153_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4295672.0	0.0	20-35	52.0	24.45906906421915	34.588627343987156	pass	pass		pass	fail	pass	pass	warn	fail	fail	pass
p1k_00154	p1k_00154_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4351611.0	0.0	20-35	50.0	21.940449088510253	34.462986696191365	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass
p1k_00155	p1k_00155_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5699287.0	0.0	20-150	52.0	23.7009625361438	137.17662472516298	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass
p1k_00156	p1k_00156_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4593070.0	0.0	20-35	51.0	23.497121187291263	34.599797303328714	pass	pass		pass	fail	pass	pass	warn	fail	fail	pass
p1k_00157	p1k_00157_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4209432.0	0.0	20-35	52.0	27.907218794718315	34.583829599812994	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass
p1k_00158	p1k_00158_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3632658.0	0.0	20-35	52.0	25.812266320426037	34.57789034916031	pass	pass		pass	fail	pass	pass	warn	fail	fail	pass
p1k_00159	p1k_00159_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4085490.0	0.0	20-35	52.0	26.96604867673051	34.57972850257864	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass
p1k_00160	p1k_00160_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4161897.0	0.0	20-35	51.0	24.68352179780163	34.534734281026175	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass
p1k_00161	p1k_00161_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14059527.0	0.0	20-101	50.0	15.824178635580354	99.58667869836589	pass	pass	fail	pass	warn	pass	pass	warn	fail	warn	pass
p1k_00162	p1k_00162_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13335173.0	0.0	20-101	51.0	15.564075048335827	99.7575915962995	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00163	p1k_00163_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11008873.0	0.0	20-101	52.0	16.29463344217743	99.72334134474983	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00164	p1k_00164_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7723055.0	0.0	20-101	50.0	22.771152055853666	99.21991336329988	pass	pass	pass	pass	warn	pass	pass	warn	fail	warn	pass
p1k_00165	p1k_00165_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13311287.0	0.0	20-101	51.0	16.22172300989897	99.63466537833645	pass	pass	fail	pass	warn	pass	pass	warn	fail	warn	pass
p1k_00166	p1k_00166_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13703063.0	0.0	20-101	51.0	17.182441703042528	99.77097149739441	pass	pass	warn	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00167	p1k_00167_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14041203.0	0.0	20-101	51.0	17.60926960365286	99.77147599105291	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
p1k_00168	p1k_00168_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13844790.0	0.0	20-101	51.0	17.769295134357336	99.76696865752388	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00169	p1k_00169_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7918088.0	0.0	20-101	52.0	18.71600713424222	99.69572957511966	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00170	p1k_00170_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7663600.0	0.0	20-101	52.0	19.578642275262556	99.39109478574038	pass	pass	pass	pass	warn	pass	pass	warn	fail	warn	pass
p1k_00171	p1k_00171_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12872555.0	0.0	20-101	50.0	16.968306486320873	99.54321189538518	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
p1k_00172	p1k_00172_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13591553.0	0.0	20-101	51.0	17.42711165452039	99.75494544295269	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00173	p1k_00173_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10310512.0	0.0	20-101	51.0	18.819522254945507	99.67579340385812	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00174	p1k_00174_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12350619.0	0.0	20-101	50.0	15.686429359820252	99.59353778138569	pass	pass	warn	pass	warn	pass	pass	warn	fail	warn	pass
p1k_00175	p1k_00175_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8407486.0	0.0	20-101	50.0	23.287154362777894	99.20604661131757	pass	pass	pass	pass	warn	pass	pass	warn	fail	warn	pass
p1k_00176	p1k_00176_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8370565.0	0.0	20-101	51.0	17.979603184692646	99.76382573936168	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00177	p1k_00177_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14745471.0	0.0	20-101	52.0	18.208488200697364	99.7931459768223	pass	pass	warn	pass	warn	warn	pass	warn	fail	warn	pass
p1k_00178	p1k_00178_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13794528.0	0.0	20-101	52.0	18.727198723292503	99.79423594631146	pass	pass	warn	pass	warn	warn	pass	warn	fail	warn	pass
p1k_00179	p1k_00179_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14769152.0	0.0	20-101	51.0	18.689625801108996	99.79419089193476	pass	pass	warn	pass	warn	warn	pass	warn	fail	warn	pass
p1k_00180	p1k_00180_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15217275.0	0.0	20-101	52.0	19.18564358155114	99.79698730554584	pass	pass	warn	pass	warn	pass	pass	warn	fail	fail	pass
p1k_00181	p1k_00181_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14308827.0	0.0	20-101	51.0	17.6884029708095	99.71857553382958	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00182	p1k_00182_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13566819.0	0.0	20-101	50.0	16.59559023613332	99.53727237018494	pass	pass	fail	pass	warn	pass	pass	warn	fail	warn	pass
p1k_00183	p1k_00183_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8159938.0	0.0	20-101	50.0	24.043193749290694	99.14800308531755	pass	pass	pass	pass	warn	pass	pass	warn	fail	warn	pass
p1k_00184	p1k_00184_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9343226.0	0.0	20-101	51.0	16.948067308018942	99.76578047025727	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00185	p1k_00185_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7998898.0	0.0	20-101	51.0	19.692634945385837	99.76839734673452	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00186	p1k_00186_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8592205.0	0.0	20-101	50.0	24.111987519123616	99.36333362623448	pass	pass	fail	pass	warn	pass	pass	warn	fail	warn	pass
p1k_00187	p1k_00187_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8927508.0	0.0	20-101	50.0	23.64853604985548	99.3235500881097	pass	pass	fail	pass	warn	pass	pass	warn	fail	warn	pass
p1k_00188	p1k_00188_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4611317.0	0.0	20-101	50.0	30.27602180198638	99.1593299701582	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
p1k_00189	p1k_00189_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7326270.0	0.0	20-101	50.0	25.69683474254385	99.23265454317135	pass	pass	fail	pass	warn	warn	pass	warn	fail	fail	pass
p1k_00190	p1k_00190_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9053003.0	0.0	20-101	51.0	17.578751983157407	99.76264141302063	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00191	p1k_00191_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12869990.0	0.0	20-101	51.0	16.916394494733886	99.76650300427583	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass
p1k_00192	p1k_00192_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11583932.0	0.0	20-101	50.0	15.520220728248507	99.62110274818602	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass
p1k_00193	p1k_00193_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11665432.0	0.0	20-101	50.0	18.65711415801565	99.5857425597269	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass
p1k_00194	p1k_00194_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11768486.0	0.0	20-101	51.0	16.636389147926085	99.76625268534967	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass
p1k_00195	p1k_00195_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10044662.0	0.0	20-101	51.0	18.310093781230123	99.79498284760602	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass
p1k_00196	p1k_00196_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9380923.0	0.0	20-101	50.0	18.002005499820644	99.6040031455327	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass
p1k_00197	p1k_00197_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13499066.0	0.0	20-101	50.0	17.66360684450338	99.59901270206397	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass
p1k_00198	p1k_00198_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12718089.0	0.0	20-101	50.0	18.131622778594103	99.60206049823995	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass
p1k_00199	p1k_00199_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11459042.0	0.0	20-101	50.0	19.928103693378354	99.56876290356558	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass
p1k_00200	p1k_00200_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11795458.0	0.0	20-101	50.0	19.274514149682673	99.57354195148675	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass
p1k_00201	p1k_00201_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10285568.0	0.0	20-101	50.0	18.939869325159442	99.60069993217681	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass
p1k_00202	p1k_00202_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14650086.0	0.0	20-101	51.0	14.151422718496914	99.76727208290791	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass
p1k_00203	p1k_00203_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4478416.0	0.0	20-101	51.0	26.166425621141894	99.77365881150835	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass
p1k_00204	p1k_00204_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4314153.0	0.0	20-101	50.0	26.611123139794614	99.58434297531868	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass
p1k_00205	p1k_00205_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11745927.0	0.0	20-101	50.0	19.01151168034567	99.60320356154095	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass
p1k_00206	p1k_00206_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12807829.0	0.0	20-101	51.0	18.60052024197508	99.74460980077107	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass
p1k_00207	p1k_00207_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12032414.0	0.0	20-100	51.0	18.585249472429386	99.20405448150305	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass
p1k_00208	p1k_00208_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11212210.0	0.0	20-100	51.0	19.05558658817706	99.21192235964186	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass
p1k_00209	p1k_00209_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11627486.0	0.0	20-101	51.0	15.142957855249984	99.79242150882831	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass
p1k_00210	p1k_00210_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10291173.0	0.0	20-101	50.0	19.042257372005814	99.60626082177416	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass
p1k_00211	p1k_00211_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12946556.0	0.0	20-101	50.0	17.453378216428167	99.57521969549276	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass
p1k_00212	p1k_00212_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14058934.0	0.0	20-101	51.0	16.209957452939843	99.76913427433402	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass
p1k_00213	p1k_00213_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5363636.0	0.0	21-101	51.0	25.11922976768719	99.77497951016811	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass
p1k_00214	p1k_00214_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6699959.0	0.0	20-101	50.0	21.16398625368757	99.61265912224239	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass
p1k_00215	p1k_00215_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11561560.0	0.0	20-101	50.0	18.477863924258305	99.57794743961888	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass
p1k_00216	p1k_00216_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11847038.0	0.0	20-101	51.0	17.37285309995868	99.77083858429424	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass
p1k_00217	p1k_00217_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12196350.0	0.0	20-101	51.0	15.68244372671234	99.75003816715656	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass
p1k_00218	p1k_00218_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10062745.0	0.0	20-101	51.0	17.674662562076602	99.76717227754455	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass
p1k_00219	p1k_00219_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7291614.0	0.0	20-75	51.0	52.857437388828274	73.45953035912214	pass	pass		pass	fail	pass	pass	warn	warn	warn	pass
p1k_00220	p1k_00220_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7043621.0	0.0	20-75	50.0	55.66297852720488	73.2727084549268	pass	pass		pass	fail	warn	pass	warn	warn	warn	pass
p1k_00221	p1k_00221_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7161450.0	0.0	20-75	50.0	60.123889116117766	73.21052580133912	pass	pass		pass	fail	pass	pass	warn	warn	warn	pass
p1k_00222	p1k_00222_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6825703.0	0.0	20-75	51.0	53.736100250544595	73.4757301921868	pass	pass		pass	fail	pass	pass	warn	warn	warn	pass
p1k_00223	p1k_00223_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10729015.0	0.0	20-75	51.0	46.53197423950126	73.48189801207288	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass
p1k_00224	p1k_00224_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9894612.0	0.0	20-75	50.0	49.54697164637549	73.28982056092751	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass
p1k_00225	p1k_00225_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16920324.0	0.0	20-75	50.0	47.08668381205275	73.27400952842274	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass
p1k_00226	p1k_00226_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9097216.0	0.0	20-75	51.0	52.994885039096594	73.4544212207339	pass	pass		pass	fail	pass	pass	warn	warn	warn	pass
p1k_00227	p1k_00227_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11422255.0	0.0	20-75	51.0	43.069551563250016	73.52184870675711	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass
p1k_00228	p1k_00228_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10411831.0	0.0	20-75	51.0	46.30452730615488	73.484078640923	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass
p1k_00229	p1k_00229_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8965030.0	0.0	20-75	51.0	50.162108260908866	73.45712730464929	pass	pass		pass	fail	warn	pass	warn	warn	warn	pass
p1k_00230	p1k_00230_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9477468.0	0.0	20-75	49.0	48.65572738713798	73.30873013762748	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass
p1k_00231	p1k_00231_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11412225.0	0.0	20-75	49.0	48.47892642342541	73.30116169283379	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass
