Sample	Aligned	Not aligned
p1k_00771	9850412.0	79121.0
p1k_00772	8162508.0	63742.0
p1k_00773	7361520.0	59025.0
p1k_00774	7228814.0	59515.0
p1k_00775	9864932.0	78992.0
p1k_00776	9686031.0	78147.0
p1k_00777	6713361.0	59066.0
p1k_00778	7583900.0	57325.0
p1k_00779	9453510.0	79123.0
p1k_00780	8405751.0	68743.0
p1k_00781	10809413.0	91943.0
p1k_00782	8843147.0	70684.0
p1k_00783	10528371.0	83871.0
p1k_00784	9051734.0	72093.0
p1k_00785	8395523.0	68784.0
p1k_00786	8924026.0	76130.0
p1k_00787	7664389.0	60514.0
p1k_00788	8806049.0	70675.0
p1k_00789	7123695.0	58737.0
p1k_00790	9516526.0	79085.0
p1k_00791	4273893.0	104004.0
p1k_00792	4043489.0	230616.0
p1k_00793	4108946.0	97804.0
p1k_00794	5902008.0	234165.0
p1k_00795	12546644.0	312792.0
p1k_00796	12678571.0	542140.0
p1k_00797	6769444.0	157513.0
p1k_00798	7347725.0	169211.0
p1k_00799	7112305.0	183005.0
p1k_00800	7708436.0	197162.0
p1k_00801	5867424.0	152772.0
p1k_00802	7246139.0	180854.0
p1k_00803	10008188.0	402891.0
p1k_00804	10034080.0	385609.0
p1k_00805	11255390.0	525096.0
p1k_00806	15877776.0	768189.0
p1k_00807	9552598.0	408974.0
p1k_00808	11155503.0	605169.0
p1k_00809	10804562.0	323129.0
p1k_00810	14091087.0	468125.0
p1k_00811	10836305.0	432720.0
p1k_00812	11569568.0	537136.0
p1k_00813	11574820.0	388229.0
p1k_00814	15188133.0	480791.0
p1k_00815	11197144.0	471121.0
p1k_00816	11457335.0	392912.0
p1k_00817	9924229.0	331323.0
p1k_00818	13264597.0	432415.0
p1k_00819	10994806.0	399578.0
p1k_00820	8775851.0	246181.0
p1k_00821	2007059.0	186363.0
p1k_00822	2940363.0	679448.0
p1k_00823	1427574.0	117166.0
p1k_00824	2014948.0	262803.0
p1k_00825	1683403.0	1214712.0
p1k_00826	12492350.0	545062.0
p1k_00827	18194924.0	781052.0
p1k_00828	12425199.0	204286.0
p1k_00829	9542488.0	218508.0
p1k_00830	10260383.0	355354.0
p1k_00831	7479119.0	243915.0
p1k_00832	8533748.0	315101.0
p1k_00833	8134153.0	175392.0
p1k_00834	8760189.0	347918.0
p1k_00835	9161505.0	395451.0
p1k_00836	12956222.0	799456.0
p1k_00837	12306457.0	830156.0
p1k_00838	9596948.0	344515.0
p1k_00839	4799328.0	177909.0
p1k_00840	8806163.0	378168.0
p1k_00841	12825356.0	766491.0
p1k_00842	4942392.0	79204.0
p1k_00843	12326534.0	608902.0
p1k_00844	6931273.0	206300.0
p1k_00845	7722558.0	341704.0
p1k_00846	7656882.0	233646.0
p1k_00847	8987541.0	390903.0
p1k_00848	16838707.0	561720.0
p1k_00849	13954656.0	476615.0
p1k_00850	8992724.0	252233.0
p1k_00851	9693590.0	299132.0
p1k_00852	9130867.0	214805.0
p1k_00853	9950116.0	222528.0
p1k_00854	14190014.0	679903.0
p1k_00855	9944422.0	459673.0
p1k_00856	8017433.0	265881.0
p1k_00857	115992431.0	4496955.0
p1k_00858	7830704.0	301068.0
p1k_00859	8497716.0	371730.0
p1k_00860	12484465.0	843629.0
p1k_00861	11675454.0	293624.0
p1k_00862	8985605.0	435280.0
p1k_00863	10517545.0	426384.0
p1k_00864	8884819.0	249301.0
p1k_00865	9842854.0	238943.0
p1k_00866	11588112.0	371021.0
p1k_00867	12076572.0	472534.0
p1k_00868	7085483.0	375991.0
p1k_00869	7651453.0	278227.0
p1k_00870	8089768.0	318825.0
p1k_00871	4510755.0	189537.0
p1k_00872	19129840.0	924028.0
p1k_00873	10234081.0	208261.0
p1k_00874	8585983.0	355807.0
p1k_00875	9017677.0	314445.0
p1k_00876	7475661.0	275067.0
p1k_00877	75775163.0	3315402.0
p1k_00878	12094598.0	277844.0
p1k_00879	18745480.0	864367.0
p1k_00880	10786609.0	947283.0
p1k_00881	9930372.0	275381.0
p1k_00882	12482261.0	264004.0
p1k_00883	13262881.0	293040.0
p1k_00884	12483058.0	313457.0
p1k_00885	11621313.0	272280.0
p1k_00886	1195275.0	10993290.0
p1k_00887	1338026.0	11676995.0
p1k_00888	1237570.0	11390353.0
p1k_00889	1654467.0	14950419.0
p1k_00890	9799325.0	320780.0
p1k_00891	8387404.0	335876.0
p1k_00892	4797700.0	206884.0
p1k_00893	6243877.0	274014.0
p1k_00894	4829484.0	294348.0
p1k_00895	5507298.0	297405.0
p1k_00896	5951940.0	376774.0
p1k_00897	5866531.0	284972.0
p1k_00898	5750044.0	279143.0
p1k_00899	6127229.0	264814.0
p1k_00900	5464117.0	240898.0
p1k_00901	4402792.0	384607.0
p1k_00902	5257501.0	222703.0
p1k_00903	5707295.0	257824.0
p1k_00904	5397094.0	197822.0
p1k_00905	7919803.0	325975.0
p1k_00906	9279820.0	398659.0
p1k_00907	10739169.0	463075.0
p1k_00908	9169481.0	488216.0
p1k_00909	7868789.0	396651.0
p1k_00910	7993981.0	586029.0
p1k_00911	11000332.0	805925.0
p1k_00912	8364114.0	386189.0
p1k_00913	8882424.0	405161.0
p1k_00914	8811608.0	373825.0
p1k_00915	8505966.0	315246.0
p1k_00916	7956092.0	305178.0
p1k_00917	10581721.0	454909.0
p1k_00918	9418991.0	428456.0
p1k_00919	7493313.0	326200.0
p1k_00920	9554698.0	694818.0
p1k_00921	5807665.0	444626.0
p1k_00922	14676824.0	590165.0
p1k_00923	16497356.0	571966.0
p1k_00924	14947863.0	596394.0
p1k_00925	15464127.0	549436.0
p1k_00926	14589441.0	551030.0
p1k_00927	14260366.0	476974.0
p1k_00928	16621908.0	652653.0
p1k_00929	13737879.0	435927.0
p1k_00930	1542600.0	163929.0
p1k_00931	1176292.0	126842.0
p1k_00932	5226578.0	555233.0
p1k_00933	4013486.0	415809.0
p1k_00934	3407868.0	194163.0
p1k_00935	4215189.0	218027.0
p1k_00936	3995878.0	179698.0
p1k_00937	7522627.0	365015.0
p1k_00938	1515275.0	88907.0
p1k_00939	2506956.0	111347.0
p1k_00940	1559355.0	202579.0
p1k_00941	938606.0	166666.0
p1k_00942	10171658.0	1300883.0
p1k_00943	3021223.0	295956.0
p1k_00944	2498483.0	183892.0
p1k_00945	2835004.0	159108.0
p1k_00946	3478963.0	316259.0
p1k_00947	6205296.0	404962.0
p1k_00948	4365940.0	780106.0
p1k_00949	5612703.0	316099.0
p1k_00950	9340157.0	1278975.0
p1k_00951	3633809.0	198101.0
p1k_00952	2674200.0	90536.0
p1k_00953	6971910.0	443546.0
p1k_00954	7229827.0	910356.0
p1k_00955	6642831.0	344994.0
p1k_00956	3918656.0	224401.0
p1k_00957	4919677.0	246675.0
p1k_00958	10676955.0	1422500.0
p1k_00959	1133672.0	319305.0
p1k_00960	1427150.0	334260.0
p1k_00961	10957488.0	1494681.0
p1k_00962	2324175.0	107480.0
p1k_00963	1382088.0	72125.0
p1k_00964	1697558.0	91993.0
p1k_00965	2595103.0	141172.0
p1k_00966	1567085.0	450212.0
p1k_00967	11866664.0	1864306.0
p1k_00968	3213799.0	247564.0
p1k_00969	3765145.0	248024.0
p1k_00970	3378530.0	168339.0
p1k_00971	4301382.0	180601.0
p1k_00972	7231345.0	2989494.0
p1k_00973	6501546.0	396704.0
p1k_00974	1763385.0	51628.0
p1k_00975	5136929.0	290191.0
p1k_00976	2051979.0	78158.0
p1k_00977	5311377.0	375425.0
p1k_00978	6087699.0	547666.0
p1k_00979	5640206.0	330453.0
p1k_00980	5683177.0	304977.0
p1k_00981	5221310.0	328113.0
p1k_00982	1513721.0	51021.0
p1k_00983	4645073.0	235749.0
p1k_00984	3186457.0	340362.0
p1k_00985	3354859.0	148355.0
p1k_00986	2655251.0	118556.0
p1k_00987	3401694.0	157529.0
p1k_00988	10380509.0	1336053.0
p1k_00989	886889.0	229688.0
p1k_00990	1749550.0	128751.0
p1k_00991	12241486.0	1530935.0
p1k_00992	3719521.0	342454.0
p1k_00993	2108867.0	300721.0
p1k_00994	2512648.0	120760.0
p1k_00995	5585291.0	229489.0
p1k_00996	1358366.0	230535.0
p1k_00997	11819735.0	1649610.0
p1k_00998	9955548.0	1315600.0
p1k_00999	2399184.0	201195.0
p1k_01000	12892790.0	1705466.0
p1k_01001	4776141.0	361681.0
p1k_01002	7909037.0	530673.0
p1k_01003	2270334.0	114372.0
p1k_01004	2598133.0	129034.0
p1k_01005	2769634.0	142948.0
p1k_01006	2541977.0	140599.0
p1k_01007	4037636.0	175108.0
p1k_01008	9404590.0	1211280.0
p1k_01009	3350648.0	278055.0
p1k_01010	3639853.0	271107.0
p1k_01011	2489480.0	119905.0
p1k_01012	2242549.0	133545.0
p1k_01013	3249342.0	251851.0
p1k_01014	2024304.0	67519.0
p1k_01015	2633860.0	210052.0
p1k_01016	2172744.0	100426.0
p1k_01017	8887352.0	370492.0
p1k_01018	2151702.0	193478.0
p1k_01019	2239763.0	80936.0
p1k_01020	5737554.0	450474.0
p1k_01021	1637987.0	51497.0
p1k_01022	2064100.0	75243.0
p1k_01023	2689979.0	93700.0
p1k_01024	2011079.0	71300.0
p1k_01025	2960139.0	93074.0
p1k_01026	1571875.0	1017660.0
p1k_01027	2573747.0	132768.0
p1k_01028	1965256.0	96400.0
p1k_01029	2435518.0	121296.0
p1k_01030	3080864.0	148479.0
p1k_01031	9613161.0	1203264.0
p1k_01032	3784677.0	294627.0
p1k_01033	4203156.0	355299.0
p1k_01034	4231740.0	319185.0
p1k_01035	1600871.0	62839.0
p1k_01036	3180555.0	256616.0
p1k_01037	3738809.0	288295.0
p1k_01038	2657963.0	89444.0
p1k_01039	1180890.0	38869.0
p1k_01040	1719168.0	57882.0
p1k_01041	2502778.0	162725.0
p1k_01042	2930746.0	208924.0
p1k_01043	2958315.0	139459.0
p1k_01044	2212539.0	374474.0
p1k_01045	2491393.0	202654.0
p1k_01046	2833086.0	227207.0
p1k_01047	5481819.0	483112.0
p1k_01048	1967249.0	126026.0
p1k_01049	1878843.0	78766.0
p1k_01050	908701.0	45768.0
p1k_01051	912619.0	46599.0
p1k_01052	1396160.0	639132.0
p1k_01053	2512224.0	122266.0
p1k_01054	4799100.0	201003.0
p1k_01055	3214322.0	136203.0
