,cond1,cond2,n_dima,n_deg,exp_var_dimas,exp_var_all
1866,acid_tale:acid_ale1_pH5,acid_tale:acid_ale2_pH7,36,727,0.513629924103044,0.7992891859350872
1867,hot_tale:hot_ale3_mid_37c,hot_tale:hot_ale9_30c,2,91,0.04013836223376166,0.8618266838972055
1868,pcoli:BRCActrl,pcoli:ssDDC,2,111,0.07687244811369143,0.788678014690376
1869,hot_tale:hot_ale3_37c,hot_tale:hot_ale4_44c,20,238,0.281081793838339,0.8071488059710958
1870,pcoli:btASMT,pcoli:saCOMT_T2A,1,57,0.1247152640198923,0.7722045168709295
1871,hot_tale:hot_ale8_37c,hot_tale:hot_ale8_44c,11,178,0.26306367158224253,0.8225111986023508
1872,ros_tale:1_1_250pq,ros_tale:1_3_750pq,26,391,0.316959507633357,0.8276695050954044
1873,ros_tale:1_1_250pq,ros_tale:3_1_0pq,28,508,0.37454369469327686,0.8228817688549848
1874,quinone:delmenF,quinone:menFubiC_ale3,9,125,0.23269446842084662,0.6137271065576706
1875,tcs:del_atoC_m9,tcs:del_phoB_m9,1,175,0.005985445011262747,0.8362809347329683
1876,hot_tale:42c_ale3_30c,hot_tale:hot_ale9_30c,2,45,0.05444622080993944,0.8610974707006558
1877,hot_tale:hot_ale8_30c,hot_tale:hot_ale10_37c,3,173,0.05797314469893056,0.8588399420210074
1878,pcoli:hsTPH,pcoli:rnPNMT,1,28,0.02601894640430047,0.7823641893092578
1879,ros_tale:18_36_250pq,ros_tale:19_91_0pq,0,1177,0.0,
1880,minicoli:mg1655_glc,minicoli:minE_N_starve,72,1658,0.8266839578505006,0.8971470829692805
1881,nquinone:ubiC_ale3,nquinone:delpdhR,11,191,0.11834219254366207,0.8555961394150204
1882,ros_tale:7_103_250pq,ros_tale:7_103_750pq,0,0,0.0,
1883,DDB2:PD-005_BW25113_Fed-batch_6h,DDB2:PD-004_del-qseC_Fed-batch_6h,2,27,0.03413843820826257,0.7763344432370729
1884,pcoli:ocAANAT,pcoli:sfCOMT,0,8,0.0,0.7647133690886828
1885,hot_tale:hot_ale4_44c,hot_tale:hot_ale9_mid_44c,0,54,0.0,0.743188349832613
1886,tcs:del_phoB_m9,tcs:wt_m9p,41,841,0.4773017151741771,0.7585980864609521
1887,ros_tale:13_87_0pq,ros_tale:17_104_750pq,0,358,0.0,
1888,pcoli:MBP,pcoli:rnTDC_trunc,5,90,0.06547865575912759,0.7860759236124264
1889,pcoli:hsASMT,pcoli:TP53B,1,21,0.1167890852023391,0.7631315163203434
1890,quinone:glu_ale4,quinone:menF_ale5,31,608,0.5732200126373556,0.8066470238483812
1891,minicoli:minE_glyc,minicoli:minE_ph5,25,559,0.5059440362202241,0.9088162953513592
1892,pcoli:rnPNMT,pcoli:saCOMT_T2A,2,97,0.1400041388495844,0.7860123208626042
1893,pcoli:BRCA,pcoli:rnCOMT_sol,24,501,0.37237856930709845,0.7471077489780575
1894,ros_tale:1_4_0pq,ros_tale:2_3_250pq,39,832,0.452892089826751,0.784021144277587
1895,pcoli:ggAANAT,pcoli:ssDDC,0,17,0.0,0.7666363695294716
1896,ros_tale:3_76_0pq,ros_tale:11_83_250pq,0,1062,0.0,
1897,ros_tale:25_111_0pq,ros_tale:ALE4_250pq,0,1333,0.0,
1898,DDB2:PD-005_del-phoB_Fed-batch_6h,DDB2:PD-003_del-phoB_Fed-batch_21h,13,118,0.160924584928281,0.7781846680639298
1899,ros_tale:14_27_0pq,ros_tale:21_97_250pq,0,283,0.0,
1900,ros_tale:1_1_750pq,ros_tale:2_1_0pq,33,652,0.2705031724925051,0.7990812694213014
1901,ros_tale:14_27_250pq,ros_tale:25_111_750pq,0,688,0.0,
1902,ros_tale:1_mid_250pq,ros_tale:1_4_250pq,48,924,0.49301927422799496,0.8188498756252066
1903,quinone:glu_ale4,quinone:menF_ale7,34,738,0.5673244943277052,0.8326930370713803
1904,ros_tale:1_2_0pq,ros_tale:3_0_0pq,13,228,0.16808959672303103,0.8448297007694712
1905,pcoli:BRCA,pcoli:hsTPH_E2K_N91I_P99C,0,4,0.0,0.7399648705785784
1906,ros_tale:17_104_250pq,ros_tale:25_111_750pq,0,760,0.0,
1907,DDB2:PD-005_del-phoB_Batch_6h,DDB2:PD-005_MG1655-del-fhuA_Fed-batch_6h,36,517,0.37098087030052695,0.7192316884580381
1908,pcoli:CNTF_belt,pcoli:RFCpluspause,16,425,0.3402356180962507,0.7993360372840104
1909,ytf3:wt_pH55_lactate,ytf3:dyieP_pH7,1,63,0.06102616177954878,0.7018683840275884
1910,minicoli:minE_N_starve,minicoli:W3110_cyt,83,1794,0.7817448838901144,0.8952733161976714
1911,quinone:delmenF,quinone:menFubiC_ale1,33,541,0.6413742252731764,0.8110250658015719
1912,eep:BOP27,eep:BOP27_ndh-cydB-appC,40,630,0.6169618728333301,0.825542626859616
1913,pcoli:ckDDC,pcoli:saCOMT_T2A,7,237,0.136559558969787,0.7774230820872284
1914,DDB2:PD-003_BW25113_Batch_9h,DDB2:PD-003_del-qseF_Fed-batch_6h,38,525,0.4779777796230964,0.7628024428121788
1915,tcs:del_atoC_m9,tcs:del_cusR_lb,55,851,0.5573417971639485,0.907585584820004
1916,hot_tale:hot_ale3_30c,hot_tale:hot_ale9_37c,10,202,0.17858336207039205,0.8593715172706298
1917,minicoli:minE_LB,minicoli:minE_ph5,33,527,0.5901018558481574,0.9184869304663034
1918,ros_tale:1_112_750pq,ros_tale:3_76_250pq,0,877,0.0,
1919,ros_tale:1_4_250pq,ros_tale:2_0_750pq,50,904,0.3562897580170131,0.808298267917123
1920,ros_tale:14_27_250pq,ros_tale:16_28_250pq,0,1000,0.0,
1921,ros_tale:18_36_250pq,ros_tale:ALE4_250pq,0,850,0.0,
1922,ros_tale:1_0_750pq,ros_tale:3_2_250pq,44,721,0.38322778136525826,0.7834450527313537
1923,ros_tale:1_2_250pq,ros_tale:3_2_250pq,39,669,0.3460079945150033,0.8116907767060739
1924,DDB2:PD-004_del-basS_Batch_6h,DDB2:PD-004_del-qseB_Batch_6h,1,25,0.019456647040399178,0.7385322573519799
1925,pdhr_ale:pdhR-13_51,pdhr_ale:pdhR-15_51,2,92,0.015197016986534528,0.847943527390477
1926,acid_tale:acid_ale1_pH5,acid_tale:acid_ale2_pH5,21,449,0.3551188181235261,0.7850029160522938
1927,oxyR:wt_glc,oxyR:oxyR_ale19,1,119,0.02901805111188871,0.8784043808852535
1928,minicoli:minE_glyc,minicoli:W3110_WT_osm,92,2282,0.8399159308315902,0.898708211235874
1929,tcs:del_kdpE_115-kcl,tcs:wt_LiAcet,44,594,0.5575481264932935,0.8509353406022109
1930,pcoli:BRCA,pcoli:sfCOMT,0,35,0.0,0.7378222339435707
1931,tcs:del_atoC_LiCl,tcs:wt_LiCl,3,73,0.08822863220041466,0.8598873665024851
1932,DDB2:PD-003_del-phoB_Batch_9h,DDB2:PD-003_del-qseF_Fed-batch_6h,41,532,0.4899717949434078,0.7516444091991767
1933,DDB2:PD-003_del-qseF_Fed-batch_6h,DDB2:PD-005_MG1655-del-fhuA_Fed-batch_6h,5,19,0.05956020949691432,0.7815700911541109
1934,eep:BOP27_nuoB_cydB-appC_A13_F59_I1_R1,eep:BOP27_nuoB-cydB,36,654,0.5286761461678735,0.7545242761429829
1935,hot_tale:hot_ale16_30c,hot_tale:hot_ale16_37c,2,71,0.004205037535968681,0.8510070617405694
1936,tcs:del_btsR_01xlb,tcs:del_phoB_m9p,80,1602,0.628759200246553,0.7863996463873605
1937,tcs:del_atoC_LiAcet,tcs:wt_m9p,36,866,0.4184122106048327,0.7790729581264462
1938,pcoli:pmTPH,pcoli:rnCOMT_sol,36,696,0.5236023077940616,0.7970930454227809
1939,DDB3:PD-009_del-arcA_Batch_6h,DDB3:PD-009_del-lsrK_Batch_6h,5,68,0.2390646899832165,0.7588826406945568
1940,ros_tale:13_87_250pq,ros_tale:21_97_250pq,0,397,0.0,
1941,abx_media:camhb_trisulf,abx_media:m9_cef,48,926,0.5851226331308961,0.8282367307859031
1942,pcoli:rnCOMT_sol,pcoli:WT,1,40,0.0030268436890694694,0.7592204624705462
1943,pcoli:hsTPH1,pcoli:MBP,8,169,0.12077053198894061,0.7702619220980635
1944,ica:met_glc,ica:thm_gal,31,458,0.2740939964312661,0.8580157970341085
1945,pcoli:RFCctrl,pcoli:rnTDC,27,577,0.4392053178092207,0.7748225460231126
1946,eep:BOP27_nuoB_cydB-appC_A15_F57_I1_R1,eep:BOP27_nuoB-cyoB,36,1079,0.5341653195997691,0.751179748657022
1947,DDB3:PD-009_del-luxS_Fed-batch_15h,DDB3:PD-006_del-rpoS_Fed-batch_15h,16,273,0.20164959747936784,0.7190428466788671
1948,hot_tale:hot_ale4_30c,hot_tale:hot_ale8_44c,23,555,0.3723630889634304,0.8159112841861739
1949,DDB2:PD-004_del-qseC_Batch_6h,DDB2:PD-005_MG1655-del-fhuA_Batch_6h,1,18,0.013930637407161828,0.6488331182763192
1950,ros_tale:0_0_0pq,ros_tale:3_4_750pq,67,1345,0.5766189196004781,0.7574447245049369
1951,ros_tale:9_77_250pq,ros_tale:13_87_750pq,0,875,0.0,
1952,ros_tale:7_103_250pq,ros_tale:13_87_250pq,0,602,0.0,
1953,DDB3:PD-009_del-tnaA_Fed-batch_15h,DDB3:PD-005_BW25113_Batch_6h,0,496,0.0,0.7687314438335039
1954,hot_tale:42c_ale3_37c,hot_tale:hot_ale8_37c,2,44,0.027769457905600703,0.8580010270021683
1955,pcoli:ocAANAT,pcoli:ssDDC,0,14,0.0,0.7684130682754187
1956,tcs:del_phoB_m9,tcs:wt_LiCl,4,130,0.11443205512267951,0.8404070815741297
1957,efeU:menFentCubiC_ale36,efeU:menFentCubiC_ale37,3,35,0.12515824820586086,0.7459958430774993
1958,minicoli:minE_Fe_starve,minicoli:W3110_cyt,86,1799,0.7949379890800741,0.8867345138192636
1959,acid_tale:MES_ale_pH7,acid_tale:gmos_pH5,2,145,0.011024141452267155,0.8097221770897725
1960,pcoli:bpTDC,pcoli:ssDDC,0,5,0.0,0.7653763682223124
1961,ros_tale:16_32_250pq,ros_tale:29_119_250pq,0,1032,0.0,
1962,eep:BOP27_ndh-cydB-appC_A9_F46_I1_R1,eep:BOP27_nuoB_cydB-appC_A16_F57_I1_R1,23,395,0.21025180202570848,0.7422716503222997
1963,DDB3:PD-006_del-baeR_Batch_12h,DDB3:PD-009_del-baeR_Fed-batch_12h,26,366,0.3312851269339804,0.7870635664636085
1964,hot_tale:hot_ale3_mid_30c,hot_tale:hot_ale8_37c,20,355,0.528129112445295,0.8589060596737127
1965,ros_tale:1_3_0pq,ros_tale:3_3_750pq,48,1004,0.5244105523353042,0.8054555687151046
1966,DDB3:PD-009_del-lsrK_Fed-batch_15h,DDB3:PD-009_del-luxS_Batch_6h,40,541,0.43587908769099404,0.7279966579050616
1967,minicoli:W3110_urid,minicoli:W3110_WT_glc,53,808,0.5109097975478248,0.8250170290498069
1968,DDB2:PD-004_del-kdpE_Fed-batch_6h,DDB2:PD-005_del-phoB_Batch_6h,40,550,0.3965272852210774,0.7334353727974756
1969,ros_tale:1_0_250pq,ros_tale:3_2_0pq,30,567,0.5392215039641224,0.818077339054287
1970,ros_tale:1_mid_250pq,ros_tale:1_3_0pq,56,1321,0.5653483359013131,0.8115612423975862
1971,DDB3:PD-006_del-baeR_Batch_12h,DDB3:PD-006_del-rpoS_Fed-batch_15h,41,641,0.4798695665929864,0.7365470727891674
1972,abx_media:camhb_trisulf,abx_media:rpmi_cipro,22,360,0.14566289265754717,0.8382600796084252
1973,pcoli:hsTPH,pcoli:osTDC_L360V,0,4,0.0,0.7732363536515121
1974,pal:tartr_ale26,pal:tartr_ale28_f10,20,368,0.36777097694260374,0.871957202645709
1975,ros_tale:11_83_250pq,ros_tale:19_91_0pq,0,537,0.0,
1976,tcs:wt_CuSO4,tcs:wt_LiCl,63,905,0.6342189332318685,0.8868686233229218
1977,DDB3:PD-006_del-rpoS_Batch_9h,DDB3:PD-006_del-rpoS_Fed-batch_15h,26,240,0.28410091377192626,0.7301173800671459
1978,efeU:menFentC_ale39,efeU:menFentCubiC_ale38,29,534,0.4789872696850428,0.7935262259139632
1979,hot_tale:hot_ale8_44c,hot_tale:hot_ale16_37c,16,312,0.25949958434837794,0.8165270440895314
1980,tcs:del_atoC_LiCl,tcs:wt_LiAcet,4,75,0.0784702968267571,0.8575784404106449
1981,minicoli:minE_sorb,minicoli:W3110_WT_osm,77,1616,0.7989413740129405,0.896545279032534
1982,pcoli:ggTPH,pcoli:osTDC_K374Q,0,12,0.0,0.7696466112623764
1983,ros_tale:1_112_250pq,ros_tale:13_87_750pq,0,465,0.0,
1984,ros_tale:1_1_0pq,ros_tale:3_4_250pq,59,1095,0.5346914423460225,0.7682819678811409
1985,ica:arg_sbt,ica:bw_delpurR_cytd,31,544,0.3439397348834612,0.8457938706739717
1986,ica:wt_glc,ica:met_glc,1,71,0.015486106422781254,0.8470902908791252
1987,ros_tale:9_77_0pq,ros_tale:21_97_750pq,0,673,0.0,
1988,hot_tale:hot_ale4_44c,hot_tale:hot_ale9_44c,1,95,0.01021583091368683,0.7426839490598587
1989,minspan:wt_glc,minspan:wt_trp,36,508,0.3911338687513617,0.8328873649869386
1990,eep:BOP27_ndh-cyoB,eep:BOP27_nuoB-cydB,12,196,0.29577884191299764,0.71075765157122
1991,tcs:del_baeR_etoh,tcs:del_rcsB_etoh,24,335,0.13763264465052094,0.8858182468994675
1992,pcoli:CC1,pcoli:hsTPH1,1,27,0.10907765932536295,0.7613837206372592
1993,pcoli:ggAANAT,pcoli:WT,19,363,0.32962458658945604,0.7602295988673635
1994,ros_tale:7_103_0pq,ros_tale:11_83_0pq,0,531,0.0,
1995,DDB2:PD-003_del-phoB_Batch_9h,DDB2:PD-004_del-qseB_Fed-batch_6h,47,673,0.5140185125470149,0.7448412696505535
1996,minicoli:minE_glyc,minicoli:minE_N_starve,24,635,0.2117519208537738,0.9117886413644128
1997,abx_media:m9_cef,abx_media:rpmi_cef,55,931,0.5237285621198728,0.7976560838679585
1998,pcoli:RFC,pcoli:rnTDC_trunc,5,96,0.08259271447727046,0.7714078285409632
1999,tcs:del_btsR_01xlb,tcs:del_rcsB_lb,75,1305,0.5677947970219945,0.8948546199234363
2000,tcs:wt_etoh,tcs:wt_LiCl,74,1389,0.761088756026567,0.8842867136348515
2001,hot_tale:hot_ale3_mid_44c,hot_tale:hot_ale9_37c,27,426,0.4035785182521038,0.8131022633531078
2002,pcoli:hsTPH,pcoli:hsTPH_Ntermtrunc,18,343,0.35100877216129955,0.7595017786989596
2003,rpoB:wt_044,rpoB:rpoBE672K_glc,23,364,0.4352397268555692,0.7357114914311083
2004,oxyR:glu_ale4_h2o2,oxyR:oxyR_ale18_h2o2,8,170,0.1785413653985548,0.8644333967445328
2005,minicoli:minE_sorb,minicoli:W3110_pyr,78,1668,0.7876831591519227,0.8970935035092908
2006,ros_tale:1_2_750pq,ros_tale:3_4_750pq,47,828,0.34996016039803823,0.7895224696606135
2007,pcoli:RFCnopause,pcoli:ssDDC,30,443,0.43855736218791197,0.7739249354792521
2008,ros_tale:1_1_0pq,ros_tale:3_1_0pq,25,423,0.33323942177909116,0.8250698996005421
2009,oxyR:glu_ale4_h2o2,oxyR:oxyR_ale19_h2o2,28,483,0.5568696197489572,0.8625147972317149
2010,ros_tale:1_3_0pq,ros_tale:2_2_250pq,44,1137,0.4515931179535696,0.7925961060506529
2011,DDB3:PD-009_del-arcA_Fed-batch_15h,DDB3:PD-009_del-baeR_Fed-batch_12h,14,213,0.17743415606806467,0.7842718231867565
2012,ros_tale:1_0_250pq,ros_tale:3_4_750pq,66,1373,0.5872706895144137,0.7735573946202444
2013,DDB2:PD-004_del-basS_Fed-batch_15h,DDB2:PD-004_del-qseC_Fed-batch_15h,2,53,0.017742250288756423,0.7197277112871553
2014,nac_ntrc:wt_csn,nac_ntrc:bw_delnac_nh4,30,440,0.6376648914543723,0.8454529728802934
2015,ica:leu_glcr,ica:ura_pyr,9,145,0.39041429310855535,0.8560030009839429
2016,eep:BOP27_nuoB_cydB-appC_A13_F59_I1_R1,eep:BOP27_ndh-cyoB_A5_F59_I1_R1,34,684,0.39052496966927885,0.7364103027158495
2017,pcoli:ggTPH,pcoli:hsTPH_E2K_N91I_P99C,0,28,0.0,0.7655495540378925
2018,DDB2:PD-003_BW25113_Batch_9h,DDB2:PD-004_del-qseB_Fed-batch_6h,43,628,0.4868599795897518,0.7551544889376476
2019,ros_tale:25_111_750pq,ros_tale:ALE4_0pq,0,1055,0.0,
2020,tcs:del_atoC_LiCl,tcs:del_cusR_lb,56,809,0.5694151524451676,0.910511775942257
2021,ros_tale:14_27_750pq,ros_tale:19_91_0pq,0,1203,0.0,
2022,DDB3:PD-009_del-arcA_Fed-batch_15h,DDB3:PD-006_del-rpoS_Fed-batch_15h,18,271,0.23662476718643266,0.740319064256026
2023,DDB3:PD-006_del-baeR_Fed-batch_12h,DDB3:PD-006_del-lsrR_Batch_6h,44,644,0.5019901397809832,0.7459052146173467
2024,minicoli:minE_LB,minicoli:minE_osm,36,526,0.6122354184510324,0.9157247059291574
2025,ros_tale:21_97_250pq,ros_tale:29_119_0pq,0,537,0.0,
2026,ica:wt_glc,ica:gth,49,1069,0.6499781691880775,0.8154671422619838
2027,quinone:menF_ale7,quinone:delmenFubiC,41,641,0.5906982269283121,0.7888514580891374
2028,DDB2:PD-004_del-basS_Fed-batch_15h,DDB2:PD-004_del-kdpE_Fed-batch_6h,16,245,0.1386376873818569,0.7433408628829575
2029,minicoli:minE-pyr,minicoli:W3110_urid,91,1972,0.7707466395109162,0.8870914004307353
2030,pcoli:BRCAswap,pcoli:osTDC_K374L,18,254,0.3163845907909101,0.7781722300415645
2031,pcoli:hsTPH_N174trunc,pcoli:ssDDC,0,53,0.0,0.7637715343442306
2032,pcoli:cvPhhB,pcoli:osTDC_K374Q,1,82,0.12390380279314228,0.760483962668637
2033,ros_tale:1_0_0pq,ros_tale:1_3_0pq,59,1325,0.5502233572473504,0.8131404972331444
2034,DDB3:PD-009_del-luxS_Fed-batch_15h,DDB3:PD-009_del-tnaA_Fed-batch_6h,11,86,0.10956725090245456,0.7611704459172838
2035,pcoli:ckDDC,pcoli:hsTPH1,1,152,0.1180821972044157,0.7681870556422566
2036,pcoli:MBP,pcoli:osTDC_K374H,12,206,0.18447232276684222,0.7717095565923492
2037,pcoli:osTDC_K374H,pcoli:ssDDC,12,164,0.14921599029830312,0.7586309505574613
2038,minicoli:minE_urid,minicoli:W3110_Fe_starve,76,1882,0.7476979242729375,0.8830834041240362
2039,ros_tale:17_104_250pq,ros_tale:wt_glc,0,1039,0.0,
2040,pcoli:BRCA,pcoli:ccCOMT,1,23,0.010317953579865424,0.7472024867608966
2041,ros_tale:1_4_0pq,ros_tale:3_2_750pq,44,880,0.458328714178609,0.7974172987150678
2042,eep:BOP27_nuoB_cydB-appC_A13_F59_I1_R1,eep:BOP27_nuoB-cyoB_A10_F64_I1_R1,28,635,0.34505620195233444,0.8250466812507383
2043,pcoli:btAANAT,pcoli:rnTDC_trunc,1,130,0.007116308209236144,0.7801944457775816
2044,ros_tale:1_112_250pq,ros_tale:9_77_0pq,0,920,0.0,
2045,pcoli:RFCctrl,pcoli:rnCOMT_sol,0,62,0.0,0.770840254338758
2046,ros_tale:1_112_750pq,ros_tale:14_27_0pq,0,597,0.0,
2047,eep:BOP27_nuoB-cydB-appC,eep:BOP27_nuoB_cydB-appC_A14_F58_I1_R1,28,365,0.2748331494402473,0.7629215084116399
2048,ros_tale:13_87_0pq,ros_tale:19_91_0pq,0,480,0.0,
2049,ica:gth,ica:no3_anaero,48,943,0.6028681778358547,0.7888712075663296
2050,hot_tale:hot_ale3_mid_44c,hot_tale:hot_ale9_mid_44c,18,250,0.24263890415951583,0.7597781510057602
2051,pcoli:cvPhhB,pcoli:hsTPH_Ntermtrunc,12,216,0.27234398099013246,0.7560117276942175
2052,ytf:delyafC,ytf:delybaQ,28,551,0.573898426065816,0.7596788699807668
2053,hot_tale:hot_ale3_44c,hot_tale:hot_ale8_37c,15,345,0.3204687552503015,0.8171870095369116
2054,minicoli:aldA_minE,minicoli:W3110_N_starve,77,1919,0.7788627221920751,0.8781514651945794
2055,ros_tale:13_87_250pq,ros_tale:wt_glc,0,1109,0.0,
2056,pcoli:cvPhhB,pcoli:RFCpluspause,21,589,0.3974336502443734,0.7888069837283356
2057,pdhr_ale:pdhR-13_51,pdhr_ale:wt_glc,0,519,0.0,0.851870703566389
2058,ros_tale:16_32_750pq,ros_tale:17_104_250pq,0,602,0.0,
2059,minicoli:minE_urid,minicoli:W3110_LB,93,2019,0.7535939370452629,0.9012288933781383
2060,ros_tale:11_83_750pq,ros_tale:wt_glc,0,1100,0.0,
2061,pcoli:hsTPH_N174trunc,pcoli:sfCOMT,0,53,0.0,0.7601717006313815
2062,ros_tale:7_103_0pq,ros_tale:13_87_250pq,0,485,0.0,
2063,pcoli:hsPNMT_mb,pcoli:RFCctrl,24,453,0.4294352118809037,0.770690486336486
2064,eep:BOP27_ndh-cyoB_A6_F58_I1_R1,eep:BOP27_nuoB-cyoB_A11_F64_I1_R1,46,1161,0.4218834239953122,0.7904193843697365
2065,pcoli:BRCActrl,pcoli:RFCpluspause,24,433,0.322661935284686,0.8061144985022688
2066,DDB2:PD-003_del-phoB_Fed-batch_21h,DDB2:PD-005_del-qseF_Fed-batch_6h,11,119,0.13819284592715508,0.7701707354787042
2067,ros_tale:21_97_250pq,ros_tale:25_111_0pq,0,440,0.0,
2068,ros_tale:1_0_750pq,ros_tale:2_3_750pq,29,529,0.34872213028266674,0.7861716200629858
2069,ros_tale:1_4_250pq,ros_tale:3_1_250pq,40,682,0.3815169915946576,0.8230963887659075
2070,pcoli:rnTDC,pcoli:saCOMT_T2A,0,12,0.0,0.7716978148925474
2071,pcoli:btASMT,pcoli:rnTDC,0,41,0.0,0.7747932223715652
2072,ros_tale:1_2_250pq,ros_tale:2_3_750pq,23,367,0.2186513705837576,0.8138412649323395
2073,DDB2:PD-005_BW25113_Fed-batch_15h,DDB2:PD-004_del-kdpE_Fed-batch_6h,7,98,0.08249260476001519,0.7670624305758692
2074,pcoli:cvPhhB,pcoli:ssDDC,3,49,0.1613775961069287,0.7590058826702801
2075,minicoli:mg1655_glc,minicoli:W3110_pyr,23,337,0.4304897663135435,0.8214984194911483
2076,ros_tale:11_83_750pq,ros_tale:14_27_250pq,0,619,0.0,
2077,cra_crp:delcra_ac,cra_crp:delcra_fru,27,370,0.28081376946803005,0.799454674834321
2078,DDB3:PD-009_del-baeR_Fed-batch_18h,DDB3:PD-009_del-lsrK_Fed-batch_15h,12,166,0.18385813980499,0.7843398557173378
2079,tcs:del_baeR_etoh,tcs:wt_115-kcl,96,1845,0.771658900266563,0.8797476693316005
2080,ros_tale:13_87_750pq,ros_tale:18_36_250pq,0,1043,0.0,
2081,ros_tale:1_mid_250pq,ros_tale:wt_glc,0,391,0.0,0.8159162664168693
2082,ros_tale:1_112_0pq,ros_tale:18_36_250pq,0,540,0.0,
2083,DDB2:PD-005_BW25113_Fed-batch_15h,DDB2:PD-005_del-qseF_Batch_6h,34,446,0.36991090996749487,0.7210124240960271
2084,DDB2:PD-004_del-qseB_Fed-batch_6h,DDB2:PD-004_del-qseC_Fed-batch_15h,12,114,0.156988970391149,0.7632039841413072
2085,hot_tale:42c_ale3_44c,hot_tale:hot_ale3_37c,25,532,0.4855818537979788,0.7788478175790376
2086,tcs:del_rcsB_etoh,tcs:del_zraR_lb,57,1593,0.44301266198763034,0.8876594651756159
2087,ros_tale:13_87_0pq,ros_tale:16_28_250pq,0,918,0.0,
2088,pcoli:hsTPH_N174trunc,pcoli:RFCnopause,17,326,0.3412893567601871,0.7752940933947163
2089,pcoli:btAANAT,pcoli:hsTPH,0,66,0.0,0.7661374374764648
2090,DDB2:PD-003_del-phoB_Fed-batch_21h,DDB2:PD-005_MG1655-del-fhuA_Batch_6h,50,588,0.4829849383704171,0.7162493153150067
2091,pcoli:msCOMT,pcoli:osTDC_K374L,0,16,0.0,0.790475833394549
2092,hot_tale:hot_ale3_44c,hot_tale:hot_ale16_37c,19,283,0.2863733498192307,0.8115611946801423
2093,hot_tale:hot_ale3_44c,hot_tale:hot_ale9_mid_44c,0,121,0.0,0.7439960550975802
2094,DDB3:PD-009_del-lsrK_Batch_6h,DDB3:PD-006_del-rpoS_Batch_9h,11,317,0.37970997680508545,0.7845911276878846
2095,abx_media:rpmi_ctrl,abx_media:camhb_cef,45,702,0.2968363323474511,0.8795213287830856
2096,DDB2:PD-005_BW25113_Batch_6h,DDB2:PD-005_del-phoB_Fed-batch_6h,38,530,0.39096935804428723,0.7314989624447717
2097,minicoli:aldA_f1c2,minicoli:W3110_glc,81,1979,0.7562160077082769,0.8661002837881178
2098,tcs:del_cusR_lb,tcs:del_rcsB_etoh,58,1290,0.49040464954198426,0.9040834870492023
2099,ros_tale:ALE4_0pq,ros_tale:ALE4_250pq,0,875,0.0,
2100,fps:fps_thrA_ale1,fps:fps_ptsI_ale1,21,336,0.3452521955020412,0.7234047993276145
2101,ytf:wt_ph8,ytf:delybaO,36,574,0.5847503009332232,0.7803783969447633
2102,pcoli:ggAANAT,pcoli:sfCOMT,0,5,0.0,0.7629178040782103
2103,pcoli:RFCctrl,pcoli:rnTDC_trunc,31,557,0.4057574388455846,0.7810919578871829
2104,ros_tale:1_4_0pq,ros_tale:3_2_0pq,65,1217,0.5995283390447598,0.809024026334846
2105,pcoli:BRCA,pcoli:MBP,15,192,0.20635391576906936,0.7581227378152361
2106,DDB2:PD-004_del-qseC_Batch_6h,DDB2:PD-003_del-qseF_Fed-batch_21h,47,613,0.5064669105946915,0.7647464655782507
2107,ica:wt_glc,ica:arg_sbt,25,392,0.19792339889520294,0.8496289282729004
2108,omics:wt_gly,omics:bw_ac,30,523,0.4695303481967177,0.6992134545222187
2109,minicoli:minE_urid,minicoli:W3110_urid,92,1900,0.7823914444010909,0.8765075098072115
2110,tcs:wt_115-kcl,tcs:wt_m9p,66,1236,0.5683554703793104,0.774488059970896
2111,ros_tale:2_mid_250pq,ros_tale:2_3_0pq,44,1027,0.4654744544783851,0.7773888782269435
2112,ros_tale:1_3_250pq,ros_tale:2_2_250pq,39,859,0.446441184465595,0.8078934077274725
2113,ros_tale:11_83_0pq,ros_tale:14_27_0pq,0,366,0.0,
2114,pcoli:cobPNMT,pcoli:hsTPH,0,61,0.0,0.7536021482770555
2115,ros_tale:2_mid_250pq,ros_tale:3_4_250pq,61,1256,0.47817321285817127,0.7352150435902033
2116,minicoli:aldA_minE,minicoli:minE_N_starve,22,347,0.0721046816983304,0.9081048178728328
2117,ytf:delybaO,ytf:delybiH,15,288,0.24182002797862878,0.7956660306992208
2118,DDB3:PD-009_del-arcA_Batch_6h,DDB3:PD-006_del-lsrR_Fed-batch_6h,38,521,0.46763545324291655,0.7711809310112283
2119,ros_tale:1_1_750pq,ros_tale:2_2_250pq,25,644,0.35992823264076634,0.7912592300277163
2120,minicoli:W3110_glc,minicoli:W3110_WT_osm,3,158,0.0402742369199085,0.8207783466918275
2121,ros_tale:19_91_0pq,ros_tale:25_111_750pq,0,893,0.0,
2122,pcoli:bpTDC,pcoli:btAANAT,0,113,0.0,0.7685895945894577
2123,eep:BOP1000,eep:BOP27_ndh-cyoB,18,413,0.3204351348734752,0.7911474531012906
2124,ros_tale:14_27_0pq,ros_tale:wt_glc,0,981,0.0,
2125,DDB2:PD-005_del-qseF_Fed-batch_6h,DDB2:PD-005_MG1655-del-fhuA_Fed-batch_15h,4,60,0.06348332608039398,0.760434528474449
2126,ros_tale:1_112_0pq,ros_tale:ALE4_0pq,0,575,0.0,
