Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	cutadapt_version	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed	se_sense	se_antisense
p1k_00184	9343226	7207992	1222	451258	0	0	0	0	32237	0	0	0	0	1189446	377144	83927	77.14671570611692	9343226.0	8891968.0	95.17	451258.0	4.83	p1k_00184_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9343226.0	0.0	20-101	51.0	16.948067308018942	99.76578047025728	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass	2.6	9387835	2666707	9387835	948171335	10718669	933506482	1.5466458917997137	0.0192	0.439	0.5418		
p1k_00185	7998898	6417442	379	417589	0	0	0	0	67900	0	0	0	0	663725	327906	103957	80.22907655529549	7998898.0	7581309.0	94.78	417589.0	5.22	p1k_00185_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7998898.0	0.0	20-101	51.0	19.69263494538584	99.76839734673452	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	8026594	2388279	8026594	810685994	7775889	799523657	1.3769001910251333	0.0163	0.4296	0.5541		
p1k_00186	8592205	6965872	283	382257	0	0	0	0	79741	0	0	0	0	698048	350964	115040	81.07199490701164	8592205.0	8209948.0	95.55	382257.0	4.45	p1k_00186_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8592205.0	0.0	20-101	50.0	24.111987519123616	99.36333362623448	pass	pass	fail	pass	warn	pass	pass	warn	fail	warn	pass	2.6	8612655	2572612	8612655	869878155	6305905	859899237	1.1471627310838723	0.0163	0.4285	0.5552		
p1k_00187	8927508	7073574	1589	397896	0	0	0	0	74827	0	0	0	0	895790	370015	113817	79.23346582271334	8927508.0	8529612.0	95.54	397896.0	4.46	p1k_00187_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8927508.0	0.0	20-101	50.0	23.64853604985548	99.3235500881097	pass	pass	fail	pass	warn	pass	pass	warn	fail	warn	pass	2.6	8952048	2663620	8952048	904156848	7246862	893109704	1.2218172128471232	0.0302	0.4234	0.5464		
p1k_00188	4611317	3566815	364	279197	0	0	0	0	67929	0	0	0	0	435334	189658	72020	77.34916077120701	4611317.0	4332120.0	93.95	279197.0	6.05	p1k_00188_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4611317.0	0.0	20-101	50.0	30.27602180198638	99.1593299701582	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass	2.6	4646052	1382575	4646052	469251252	6667367	460619488	1.8394759658520845	0.0236	0.4245	0.5519		
p1k_00189	7326270	5236102	1439	477586	0	0	0	0	81168	0	0	0	0	1107227	321447	101301	71.47022973491286	7326270.0	6848684.0	93.48	477586.0	6.52	p1k_00189_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7326270.0	0.0	20-101	50.0	25.69683474254385	99.23265454317136	pass	pass	fail	pass	warn	warn	pass	warn	fail	fail	pass	2.6	7364507	2214948	7364507	743815207	8235523	732314895	1.546124883139153	0.0305	0.4543	0.5152		
p1k_00190	9053003	6621315	841	530427	0	0	0	0	101531	0	0	0	0	1263624	406186	129079	73.13943229666442	9053003.0	8522576.0	94.14	530427.0	5.86	p1k_00190_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9053003.0	0.0	20-101	51.0	17.578751983157407	99.76264141302065	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	9113140	2734343	9113140	920427140	11578159	904831725	1.6943671391523725	0.0269	0.4551	0.5181		
p1k_00191	12869990	10571792	14680	482908	0	0	0	0	74738	0	0	0	0	1041030	545866	138976	82.14296980805736	12869990.0	12387082.0	96.25	482908.0	3.75	p1k_00191_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12869990.0	0.0	20-101	51.0	16.916394494733886	99.76650300427583	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	12886326	3991599	12886326	1301518926	4241603	1291506626	0.7692780950002105	0.0184	0.4336	0.5481		
p1k_00192	11583932	9584139	10403	288579	0	0	0	0	142189	0	0	0	0	901589	499703	157330	82.73649223769614	11583932.0	11295353.0	97.51	288579.0	2.49	p1k_00192_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11583932.0	0.0	20-101	50.0	15.520220728248509	99.62110274818602	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	11608719	3631688	11608719	1172480619	4774565	1162486753	0.85236939852564	0.0193	0.4336	0.5472		
p1k_00193	11665432	9179969	7138	535315	0	0	0	0	118030	0	0	0	0	1291722	418731	114527	78.69377662138874	11665432.0	11130117.0	95.41	535315.0	4.59	p1k_00193_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11665432.0	0.0	20-101	50.0	18.65711415801565	99.5857425597269	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass	2.6	11683188	3610202	11683188	1180001988	4513594	1170253630	0.8261306420782063	0.0198	0.4611	0.5191		
p1k_00194	11768486	8955321	238273	498761	0	0	0	0	112087	0	0	0	0	1447103	409876	107065	76.09577816551763	11768486.0	11269725.0	95.76	498761.0	4.24	p1k_00194_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11768486.0	0.0	20-101	51.0	16.636389147926085	99.76625268534968	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	2.6	11785423	3650107	11785423	1190327723	4319759	1180744008	0.8051324702281171	0.0184	0.4697	0.5119		
p1k_00195	10044662	8066107	6527	403414	0	0	0	0	153670	0	0	0	0	873971	386137	154836	80.3024233169817	10044662.0	9641248.0	95.98	403414.0	4.02	p1k_00195_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10044662.0	0.0	20-101	51.0	18.310093781230123	99.79498284760602	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	10065487	3075817	10065487	1016614187	4491377	1007728126	0.8740839065233309	0.02	0.4433	0.5367		
p1k_00196	9380923	7516395	6056	337520	0	0	0	0	169851	0	0	0	0	815212	373279	162610	80.12425856176412	9380923.0	9043403.0	96.4	337520.0	3.6	p1k_00196_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9380923.0	0.0	20-101	50.0	18.002005499820644	99.6040031455327	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass	2.6	9400831	2881044	9400831	949483931	4073973	941281937	0.863837052130164	0.02	0.4262	0.5537		
p1k_00197	13499066	10832447	5289	653315	0	0	0	0	83746	0	0	0	0	1274475	528759	121035	80.2458999755983	13499066.0	12845751.0	95.16	653315.0	4.84	p1k_00197_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13499066.0	0.0	20-101	50.0	17.66360684450338	99.59901270206396	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass	2.6	13518649	4224980	13518649	1365383549	4918059	1354354620	0.8077531773454815	0.0222	0.4443	0.5335		
p1k_00198	12718089	10132952	12589	564924	0	0	0	0	75256	0	0	0	0	1315972	507360	109036	79.67354214929617	12718089.0	12153165.0	95.56	564924.0	4.44	p1k_00198_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12718089.0	0.0	20-101	50.0	18.131622778594103	99.60206049823996	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	2.6	12732089	3994893	12732089	1285940989	4145940	1276014298	0.7719398545433566	0.02	0.4558	0.5242		
p1k_00199	11459042	8643447	4217	601373	0	0	0	0	69012	0	0	0	0	1586712	447470	106811	75.42905419144114	11459042.0	10857669.0	94.75	601373.0	5.25	p1k_00199_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11459042.0	0.0	20-101	50.0	19.928103693378358	99.56876290356558	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass	2.6	11472322	3586338	11472322	1158704522	3826875	1149314727	0.8103701005492409	0.0234	0.4796	0.4971		
p1k_00200	11795458	9199086	6545	530558	0	0	0	0	64270	0	0	0	0	1392944	486341	115714	77.98837484733531	11795458.0	11264900.0	95.5	530558.0	4.5	p1k_00200_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11795458.0	0.0	20-101	50.0	19.274514149682677	99.57354195148676	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass	2.6	11813712	3725795	11813712	1193184912	4395957	1183094966	0.845631376874132	0.0222	0.4758	0.502		
p1k_00201	10285568	8115970	5568	468168	0	0	0	0	79833	0	0	0	0	1082842	417412	115775	78.90638611304695	10285568.0	9817400.0	95.45	468168.0	4.55	p1k_00201_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10285568.0	0.0	20-101	50.0	18.93986932515944	99.6006999321768	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass	2.6	10298220	3174720	10298220	1040120220	3568903	1031971080	0.7834805865037409	0.0201	0.4521	0.5278		
p1k_00202	14650086	11419959	9850	698490	0	0	0	0	103557	0	0	0	0	1665061	593851	159318	77.95148096741548	14650086.0	13951596.0	95.23	698490.0	4.77	p1k_00202_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14650086.0	0.0	20-101	51.0	14.151422718496914	99.76727208290792	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass	2.6	14673943	4504017	14673943	1482068243	5892270	1469571695	0.8431830355331351	0.0208	0.4579	0.5213		
p1k_00203	4478416	3527042	2804	202698	0	0	0	0	36375	0	0	0	0	469494	187080	52923	78.75646210624471	4478416.0	4275718.0	95.47	202698.0	4.53	p1k_00203_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4478416.0	0.0	20-101	51.0	26.166425621141894	99.77365881150835	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	4484931	1381034	4484931	452978031	1749747	449237716	0.8257166449646209	0.0196	0.4384	0.542		
p1k_00204	4314153	3405031	2585	214657	0	0	0	0	24460	0	0	0	0	442158	176398	48864	78.92698752223207	4314153.0	4099496.0	95.02	214657.0	4.98	p1k_00204_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4314153.0	0.0	20-101	50.0	26.61112313979461	99.58434297531868	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass	2.6	4319778	1324385	4319778	436297578	1578087	432787195	0.8045845718630141	0.0176	0.4384	0.544		
p1k_00205	11745927	9074064	4743	559792	0	0	0	0	57619	0	0	0	0	1531018	422962	95729	77.25285539404425	11745927.0	11186135.0	95.23	559792.0	4.77	p1k_00205_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11745927.0	0.0	20-101	50.0	19.01151168034567	99.60320356154097	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass	2.6	11756878	3679870	11756878	1187444678	3507210	1178480611	0.7549039686714567	0.0197	0.4781	0.5022		
p1k_00206	12807829	10130971	36565	559555	0	0	0	0	64508	0	0	0	0	1415537	486037	114656	79.09983026787756	12807829.0	12248274.0	95.63	559555.0	4.37	p1k_00206_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12807829.0	0.0	20-101	51.0	18.60052024197508	99.74460980077107	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	12820993	4037306	12820993	1294920293	4053924	1284773262	0.7836027479723805	0.0194	0.4819	0.4987		
p1k_00207	12032414	8920537	6356	493164	0	0	0	0	407968	0	0	0	0	1525533	501737	177119	74.13755045330056	12032414.0	11539250.0	95.9	493164.0	4.1	p1k_00207_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12032414.0	0.0	20-100	51.0	18.585249472429386	99.20405448150304	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	12054587	3721303	12054587	1205458700	4530808	1194570607	0.903232354621523	0.0203	0.4534	0.5263		
p1k_00208	11212210	8309975	11234	473736	0	0	0	0	365434	0	0	0	0	1413854	469945	168032	74.11540632934988	11212210.0	10738474.0	95.77	473736.0	4.23	p1k_00208_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11212210.0	0.0	20-100	51.0	19.05558658817706	99.21192235964186	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	11237518	3477139	11237518	1123751800	5035053	1112923191	0.9636121606212332	0.0219	0.4545	0.5236		
p1k_00209	11627486	9370931	9339	362571	0	0	0	0	180388	0	0	0	0	1040039	491861	172357	80.59292438623447	11627486.0	11264915.0	96.88	362571.0	3.12	p1k_00209_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11627486.0	0.0	20-101	51.0	15.142957855249984	99.79242150882833	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	11655541	3666087	11655541	1177209641	5362357	1166573042	0.9035433137435542	0.0193	0.4467	0.534		
p1k_00210	10291173	8215578	25692	438532	0	0	0	0	58307	0	0	0	0	1038826	417533	96705	79.83130785965798	10291173.0	9852641.0	95.74	438532.0	4.26	p1k_00210_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10291173.0	0.0	20-101	50.0	19.04225737200581	99.60626082177416	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	10309639	3280693	10309639	1041273539	4122189	1032528242	0.8398654793819744	0.0203	0.478	0.5017		
p1k_00211	12946556	10144356	9611	682567	0	0	0	0	100570	0	0	0	0	1337985	519924	151543	78.35563372992786	12946556.0	12263989.0	94.73	682567.0	5.27	p1k_00211_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12946556.0	0.0	20-101	50.0	17.453378216428167	99.57521969549276	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass	2.6	12966983	3972366	12966983	1309665283	5262025	1298646794	0.841320995755524	0.0189	0.4518	0.5292		
p1k_00212	14058934	11107883	8614	697068	0	0	0	0	107541	0	0	0	0	1404479	571263	162086	79.00942560794438	14058934.0	13361866.0	95.04	697068.0	4.96	p1k_00212_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14058934.0	0.0	20-101	51.0	16.209957452939843	99.76913427433402	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	14077733	4320674	14077733	1421851033	5254650	1410316846	0.8112092429024526	0.0189	0.4458	0.5353		
p1k_00213	5363636	4233936	22606	233805	0	0	0	0	33896	0	0	0	0	561542	219165	58686	78.9377951822234	5363636.0	5129831.0	95.64	233805.0	4.36	p1k_00213_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5363636.0	0.0	21-101	51.0	25.11922976768719	99.77497951016812	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	5370658	1644986	5370658	542436458	1950588	538122673	0.7952608893408857	0.0168	0.4442	0.5389		
p1k_00214	6699959	5343609	4349	269021	0	0	0	0	32658	0	0	0	0	695867	284194	70261	79.75584626711894	6699959.0	6430938.0	95.98	269021.0	4.02	p1k_00214_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6699959.0	0.0	20-101	50.0	21.16398625368757	99.6126591222424	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass	2.6	6707188	2069462	6707188	677425988	2111085	672316969	0.754181134249606	0.0172	0.4379	0.5449		
p1k_00215	11561560	8857081	9876	506447	0	0	0	0	128215	0	0	0	0	1472817	451908	135216	76.60800964575715	11561560.0	11055113.0	95.62	506447.0	4.38	p1k_00215_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11561560.0	0.0	20-101	50.0	18.477863924258305	99.57794743961888	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass	2.6	11579963	3522751	11579963	1169576263	4679688	1159797149	0.8361245272639395	0.0197	0.4547	0.5256		
p1k_00216	11847038	9113226	10066	487804	0	0	0	0	98412	0	0	0	0	1538089	468386	131055	76.92408853588552	11847038.0	11359234.0	95.88	487804.0	4.12	p1k_00216_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11847038.0	0.0	20-101	51.0	17.37285309995868	99.77083858429424	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	2.6	11858526	3627018	11858526	1197711126	3774862	1188674524	0.7544892757387645	0.0172	0.4613	0.5215		
p1k_00217	12196350	9183722	4538	522679	0	0	0	0	108719	0	0	0	0	1861207	411157	104328	75.29893779696386	12196350.0	11673671.0	95.71	522679.0	4.29	p1k_00217_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12196350.0	0.0	20-101	51.0	15.68244372671234	99.75003816715656	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	2.6	12214414	3750209	12214414	1233655814	4660702	1223412188	0.8303471587254239	0.0196	0.4766	0.5039		
p1k_00218	10062745	7633168	43622	436784	0	0	0	0	115870	0	0	0	0	1375888	354409	103004	75.85572326437766	10062745.0	9625961.0	95.66	436784.0	4.34	p1k_00218_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10062745.0	0.0	20-101	51.0	17.674662562076602	99.76717227754456	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	2.6	10078335	3134074	10078335	1017911835	3985153	1009418011	0.8344361179374636	0.0214	0.4811	0.4975		
p1k_00219	7291614	5382865	479	745063	0	0	0	0	5941	0	0	0	0	708433	350897	97936	73.82268178211298	7291614.0	6546551.0	89.78	745063.0	10.22	p1k_00219_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7291614.0	0.0	20-75	51.0	52.857437388828274	73.45953035912214	pass	pass		pass	fail	pass	pass	warn	warn	warn	pass	2.6	7309138	2101787	7309138	548185350	6101362	539162911	1.6458737906804697	0.0279	0.438	0.5341		
p1k_00220	7043621	5166880	396	744465	0	0	0	0	6311	0	0	0	0	706171	330626	88772	73.3554516916796	7043621.0	6299156.0	89.43	744465.0	10.57	p1k_00220_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7043621.0	0.0	20-75	50.0	55.66297852720488	73.2727084549268	pass	pass		pass	fail	warn	pass	warn	warn	warn	pass	2.6	7061062	1885093	7061062	529579650	3531912	523417369	1.1636174086372086	0.027	0.4403	0.5327		
p1k_00221	7161450	4975795	815	942224	0	0	0	0	3019	0	0	0	0	842037	328174	69386	69.48027284977204	7161450.0	6219226.0	86.84	942224.0	13.16	p1k_00221_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7161450.0	0.0	20-75	50.0	60.123889116117766	73.21052580133912	pass	pass		pass	fail	pass	pass	warn	warn	warn	pass	2.6	7177308	1916150	7177308	538298100	3995912	531606135	1.2431708378684598	0.0294	0.4645	0.5061		
p1k_00222	6825703	4971155	826	710517	0	0	0	0	5130	0	0	0	0	744561	313156	80358	72.8299341474424	6825703.0	6115186.0	89.59	710517.0	10.41	p1k_00222_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6825703.0	0.0	20-75	51.0	53.7361002505446	73.4757301921868	pass	pass		pass	fail	pass	pass	warn	warn	warn	pass	2.6	6841188	1838512	6841188	513089100	3355049	507158955	1.1557729446990783	0.027	0.4605	0.5125		
p1k_00223	10729015	7471689	971	1158904	0	0	0	0	6553	0	0	0	0	1504368	479227	107303	69.64002753281639	10729015.0	9570111.0	89.2	1158904.0	10.8	p1k_00223_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10729015.0	0.0	20-75	51.0	46.53197423950126	73.48189801207288	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	10748683	2880780	10748683	806151225	5205890	796931551	1.1436655696950655	0.0247	0.4919	0.4834		
p1k_00224	9894612	6976926	717	1084446	0	0	0	0	6846	0	0	0	0	1285045	438748	101884	70.51237582635883	9894612.0	8810166.0	89.04	1084446.0	10.96	p1k_00224_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9894612.0	0.0	20-75	50.0	49.54697164637549	73.28982056092751	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	2.6	9912160	2639279	9912160	743412000	4966770	734767445	1.1628215578979086	0.0239	0.4864	0.4897		
p1k_00225	16920324	12222217	7402	1817752	0	0	0	0	15395	0	0	0	0	1911576	731346	214636	72.23394185595973	16920324.0	15102572.0	89.26	1817752.0	10.74	p1k_00225_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16920324.0	0.0	20-75	50.0	47.08668381205275	73.27400952842274	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	2.6	16959697	4512801	16959697	1271977275	8586248	1257117233	1.1682631672802488	0.0255	0.4759	0.4986		
p1k_00226	9097216	6697911	944	1074592	0	0	0	0	8203	0	0	0	0	801196	398614	115756	73.62594226629334	9097216.0	8022624.0	88.19	1074592.0	11.81	p1k_00226_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9097216.0	0.0	20-75	51.0	52.994885039096594	73.4544212207339	pass	pass		pass	fail	pass	pass	warn	warn	warn	pass	2.6	9115388	2417279	9115388	683654100	4731261	675540063	1.1868629179580727	0.0236	0.4671	0.5093		
p1k_00227	11422255	6683495	3806	1082824	0	0	0	0	5545	0	0	0	0	3118698	448451	79436	58.51292060980954	11422255.0	10339431.0	90.52	1082824.0	9.48	p1k_00227_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11422255.0	0.0	20-75	51.0	43.069551563250016	73.52184870675711	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	2.6	11445532	3199483	11445532	858414900	5155079	848962514	1.1011442135964788	0.0249	0.5972	0.378		
p1k_00228	10411831	6576273	903	1094071	0	0	0	0	4440	0	0	0	0	2201334	453368	81442	63.161541903628674	10411831.0	9317760.0	89.49	1094071.0	10.51	p1k_00228_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10411831.0	0.0	20-75	51.0	46.30452730615488	73.484078640923	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	2.6	10429783	2777308	10429783	782233725	5120585	773314352	1.1402439852615662	0.025	0.5667	0.4083		
p1k_00229	8965030	5635975	859	1461117	0	0	0	0	3101	0	0	0	0	1426454	366678	70846	62.866214613894215	8965030.0	7503913.0	83.7	1461117.0	16.3	p1k_00229_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8965030.0	0.0	20-75	51.0	50.16210826090887	73.45712730464929	pass	pass		pass	fail	warn	pass	warn	warn	warn	pass	2.6	8979344	2433963	8979344	673450800	4629050	665466847	1.1855287721092618	0.0253	0.4961	0.4785		
p1k_00230	9477468	6697177	929	902344	0	0	0	0	6478	0	0	0	0	1353697	419721	97122	70.66420060716638	9477468.0	8575124.0	90.48	902344.0	9.52	p1k_00230_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9477468.0	0.0	20-75	49.0	48.65572738713798	73.30873013762748	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	2.6	9495666	2576326	9495666	712174950	4510203	704109510	1.1325082411281104	0.0273	0.476	0.4967		
p1k_00231	11412225	8227433	1308	1147936	0	0	0	0	6099	0	0	0	0	1397425	519222	112802	72.09315449003152	11412225.0	10264289.0	89.94	1147936.0	10.06	p1k_00231_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11412225.0	0.0	20-75	49.0	48.47892642342541	73.30116169283379	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	2.6	11432372	3108313	11432372	857427900	5543977	847572770	1.149382939370179	0.0281	0.4458	0.5261		
p1k_00232	10130985	7251263	1199	1021916	0	0	0	0	7278	0	0	0	0	1287964	453890	107475	71.57510350671727	10130985.0	9109069.0	89.91	1021916.0	10.09	p1k_00232_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10130985.0	0.0	20-75	51.0	46.07503545071286	73.48263076097734	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	10148005	2755319	10148005	761100375	4873518	752401661	1.1429128516721594	0.0267	0.4533	0.5201		
p1k_00233	3870662	2630584	10626	76185	0	0	0	0	21661	0	0	0	0	911062	145452	75092	67.96212120820677	3870662.0	3794477.0	98.03	76185.0	1.97	p1k_00233_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3870662.0	0.0	20-35	52.0	30.272553957576815	34.59410483271337	pass	pass		pass	fail	pass	pass	warn	fail	fail	pass	2.6	3894250	1095138	3894250	136298750	165389	134696446	1.17558231458469	0.0435	0.4853	0.4712		
p1k_00234	4236135	3253034	6661	68028	0	0	0	0	24821	0	0	0	0	625824	158611	99156	76.79250071114353	4236135.0	4168107.0	98.39	68028.0	1.61	p1k_00234_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4236135.0	0.0	20-35	51.0	28.84218089176039	34.517231863479324	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	4262155	1224755	4262155	149175425	177836	147366353	1.2127144936909011	0.0444	0.4368	0.5188		
p1k_00235	3945761	3028087	7337	60324	0	0	0	0	18400	0	0	0	0	594339	149684	87590	76.7427880198522	3945761.0	3885437.0	98.47	60324.0	1.53	p1k_00235_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3945761.0	0.0	20-35	51.0	28.85933223095564	34.51915029825679	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	3968501	1137229	3968501	138897535	165667	137218380	1.208916342539844	0.0426	0.4406	0.5168		
p1k_00236	3931895	2981611	2796	64881	0	0	0	0	30450	0	0	0	0	580802	164313	107042	75.83139936341128	3931895.0	3867014.0	98.35	64881.0	1.65	p1k_00236_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3931895.0	0.0	20-35	52.0	30.0969225246676	34.58348099326152	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	3956246	1130686	3956246	138468610	167228	136795495	1.208299122812022	0.0474	0.4425	0.5101		
p1k_00237	3828443	2956878	5541	68747	0	0	0	0	25604	0	0	0	0	511805	151679	108189	77.23447887300398	3828443.0	3759696.0	98.2	68747.0	1.8	p1k_00237_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3828443.0	0.0	20-35	52.0	30.823922788215903	34.58150167052246	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	3853771	1107478	3853771	134881985	157513	133242324	1.215626386281311	0.0441	0.4368	0.5191		
p1k_00238	3318302	2219920	3978	45117	0	0	0	0	13929	0	0	0	0	834047	139138	62173	66.8992755933607	3318302.0	3273185.0	98.64	45117.0	1.36	p1k_00238_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3318302.0	0.0	20-35	51.0	30.906880269705223	34.51768344171206	pass	pass		pass	fail	pass	pass	warn	fail	fail	pass	2.6	3336919	1157577	3336919	116792165	142093	115166798	1.391674689821873	0.0466	0.4774	0.476		
p1k_00239	3987961	2694479	2747	51726	0	0	0	0	14844	0	0	0	0	992327	156925	74913	67.56532975121873	3987961.0	3936235.0	98.7	51726.0	1.3	p1k_00239_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3987961.0	0.0	20-35	52.0	29.664810094021487	34.59670493267111	pass	pass		pass	fail	pass	pass	warn	fail	fail	pass	2.6	4005088	1119106	4005088	140178080	163472	138540834	1.1679757634003831	0.0441	0.4789	0.477		
